Terexf,L0imsh,Teresa,Looney,0.51,,,,,,,
Euvebf,J9hna0h,Eugene,Johnson,0.95,,,,,,,
Jl6n,Scof4,John,Scott,0.87,,,,,,,
Maw7,Tidrj37,Mary,Tierney,1,,,,,,,
B5enf,Sgonsum,Brent,Stinson,0.59,,,,,,,
Er8v,Bad5e7,Eric,Baxter,0.84,,,,,,,
W9lnuam,Holjfry,William,Holbert,0.5,,,,,,,
Frew,Ost4anrqr,Fred,Ostrander,0.66,,,,,,,
Tuorr,Syoclralw,Tyler,Stockdale,0.58,,,,,,,
Blakkw,Co0i,Blaine,Cook,0.7,,,,,,,
Limsz,Be0xh,Linda,Brown,0.77,,,,,,,
Frsjvix,Riw4,Francis,Rice,0.84,,,,,,,
Kathm,Luhcm,Kathy,Lynch,0.7,,,,,,,
Katij,Moo5r,Kathy,Moore,0.74,,,,,,,
Bewtr7x4,Hemdwraon,Beatrice,Henderson,0.82,,,,,,,
Mafeninw,Romtoeom,Madeline,Romriell,0.04,,,,,,,
Vic6kriz,Smutv,Victoria,Smith,0.83,,,,,,,
Ja5,Moo7e,Jan,Moore,0.56,,,,,,,
Rixyz5e,Henjsaqy,Richard,Hennessy,0.018525319,,,,,,,
Juouz,Jobjdoh,Julia,Johnson,0.8,,,,,,,
Tata,Ruud,Tana,Ruiz,0.57,,,,,,,
Jusyiys,Fe4g9sib,Justine,Ferguson,0.5,,,,,,,
Inogrnz,Barnss,Imogene,Barnes,0.63,,,,,,,
Sanah5hs,Smi6n,Samantha,Smith,0.98,,,,,,,
Bawon,Mxrk59y,Basil,Mcelroy,1,,,,,,,
Rowdhafy,Coimr,Rosemary,Cline,0.61,,,,,,,
Jerwhy,Gerjskj,Jeremy,Germain,0.08,,,,,,,
Brebss,Pqrlz,Brenda,Parks,0.03,,,,,,,
Shwnnkm,Rebaoa5o,Shannon,Regalado,0.65,,,,,,,
Didz,Buchxmab,Dora,Buchanan,0.51,,,,,,,
Wajrc,Wasnijvrpn,Wanda,Washington,0.94,,,,,,,
Fk0yd,Parkqr,Floyd,Parker,0.84,,,,,,,
Shiriw7,Cost8g2n,Shirley,Costigan,0.8,,,,,,,
Crysrwl,Cadsh,Crystal,Cadet,0.61,,,,,,,
Josw9h,M3e9a,Joseph,Meeks,0.76,,,,,,,
Marrre5,Hsok,Margret,Hall,0.96,,,,,,,
Wemxi,Dav9w,Wendy,Davis,0.06,,,,,,,
Been8vf,Fiyxoa5rivk,Bernice,Fitzpatrick,0.7,,,,,,,
Luad,Sanxnrs,Lisa,Sanchez,0.67,,,,,,,
Irnc,Schijdmdr,Irma,Schindler,0.61,,,,,,,
Dojnc,Grifdmalerenqle8ths,Donna,Grifemalefemaleiths,0.65,,,,,,,
D0ugisd,Wal5un,Douglas,Walton,0.03,,,,,,,
Ek8aa,Baer7,Elisa,Barry,0.67,,,,,,,
Jexue,Curjih5,Jesus,Curnutt,0.69,,,,,,,
Cufyua,Garzz,Curtis,Garza,0.62,,,,,,,
Jox3pg,Steijhreg,Joseph,Steinberg,0.71,,,,,,,
Efwluh,Kekpwr,Evelyn,Keller,0.66,,,,,,,
Ao4sahfer,Dsmiwls,Alexander,Daniels,0.96,,,,,,,
Branrib,Kibf,Brandon,King,0.89,,,,,,,
Lsuhq,Psg,Laura,Pak,0.69,,,,,,,
Derrkso,Gfeeje9pd,Derrick,Greenwood,0.09,,,,,,,
Trim,Pslmwe,Troy,Palmer,0.87,,,,,,,
Minh0r,Vef6e4,Minnie,Verret,0.1,,,,,,,
Joay6w,Sanreg,Joshua,Sander,0.97,,,,,,,
Shelkrh,Han36,Shelley,Hamer,0.74,,,,,,,
Antoj9z,Rosejind,Antonia,Rosemond,0.98,,,,,,,
Jennifsmsieet,Andeess,Jennifemaleer,Andrews,0.63,,,,,,,
Ru6b,Mcf5au,Ruth,Mccray,0.83,,,,,,,
Edcif,Gajr,Eddie,Gage,0.6,,,,,,,
Thljss,Myerw,Thomas,Myers,0.6,,,,,,,
Roxhstf,Ooito,Richard,Olivo,0.87,,,,,,,
Joqr,Turm5w,Jose,Turner,0.98,,,,,,,
Dori7hy,Delafwvw,Dorothy,Delavega,0.95,,,,,,,
Toju,Wiloisns9n,Tony,Williamson,0.51,,,,,,,
Jogl,Simw,Joel,Sims,0.57,,,,,,,
Aklge,Jounrt,Allie,Joiner,0.52,,,,,,,
Micgddo,Gridekalefemskein,Michael,Grifemalefemalein,0.97,,,,,,,
Juxyoh,Spilomaj,Justin,Spillman,0.94,,,,,,,
Mivhwdl,Pwduklx,Michael,Padilla,0.85,,,,,,,
Bebkskib,Samahkwvo,Benjamin,Samaniego,0.69,,,,,,,
Neocpn,Thojpdij,Nelson,Thompson,0.76,,,,,,,
Sajdsz,Or5ux,Sandra,Ortiz,0.81,,,,,,,
Dabx,Garcrw,Dana,Garcia,0.73,,,,,,,
Chro4,Lleeeootm,Chris,Llewellyn,0.85,,,,,,,
Lumt,Hoqglsnf,Lynn,Hoagland,0.92,,,,,,,
Thepdo53,Padsifi,Theodore,Paddock,0.9,,,,,,,
Cgatker,Sogi,Charles,Soto,0.98,,,,,,,
Marfw5et,Turnty,Margaret,Turney,0.87,,,,,,,
Lk48,Gonzsjex,Lori,Gonzales,0.72,,,,,,,
Prurehxw,Aguiger,Prudence,Aguirre,0.78,,,,,,,
Bohn9r,Wtey,Bonnie,Wren,0.77,,,,,,,
Jlww,Bs2jt,Jose,Baehr,0.54,,,,,,,
Mivhwke,Micgalzui,Michele,Michalski,0.93,,,,,,,
Ma5ix,Tayl9r,Marie,Taylor,0.08,,,,,,,
Kegok,Prs3i,Kevin,Prado,0.07,,,,,,,
Chsrpoe,Stepj3maon,Charlie,Stephenson,0.52,,,,,,,
Maur3rh,Geggdrf,Maureen,Gebhard,0.53,,,,,,,
Kenmeyk,Re5f,Kenneth,Reed,0.08,,,,,,,
Micja2i,Thojwd,Michael,Thomas,0.58,,,,,,,
Juxgz,Fo7nl,Juana,Flynn,0.93,,,,,,,
Do5i6jt,Rtqj,Dorothy,Ryan,0.78,,,,,,,
Nsqn,Banwr,Neal,Baker,0.09,,,,,,,
Trabuq,Picjsrumf,Travis,Pickering,0.99,,,,,,,
Joeecn,E5qon,Jordan,Erwin,0.07,,,,,,,
Wilo8zm,P57hgy,William,Prunty,0.6,,,,,,,
Jahee,Jonsq,James,Jones,0.86,,,,,,,
Berbrtes,Bingnak,Bernetta,Bingham,0.62,,,,,,,
Krg8h,Bscok,Kevin,Bacon,0.06,,,,,,,
Mag6,Mazzsi,Mary,Mazzeo,0.5,,,,,,,
Id3o0,Wofrmalefemwk3prd,Idell,Wofemalefemaleord,0.76,,,,,,,
Micgqe0,L90rcomv,Michael,Lipscomb,0.79,,,,,,,
Er9fx,Mouee,Erica,Moore,0.09,,,,,,,
Suq,Kelhsy,Sue,Kelley,0.08,,,,,,,
Prter,Evrr4rrw,Peter,Everette,0.87,,,,,,,
Anheks,Thojss,Angela,Thomas,0.002016587,,,,,,,
Ba5b1rs,Cssgukko,Barbara,Castillo,0.5,,,,,,,
Thimsd,Humpyr3hs,Thomas,Humphreys,0.64,,,,,,,
Age5js,Ed3aeda,Aretha,Edwards,0.82,,,,,,,
Masy,Haayl,Mary,Haack,0.07,,,,,,,
Chtzrwr,Fa5fpw,Chester,Farrow,0.78,,,,,,,
9-Mar,Simoxob,Mary,Simpson,0.91,,,,,,,
Kriauen,Sin0qob,Kristen,Simpson,0.59,,,,,,,
Brqrr,Mejdqz,Brett,Mendez,0.96,,,,,,,
Py8jlup,Tutje4,Phillip,Turner,0.68,,,,,,,
Frsnil0m,Gregig7,Franklin,Gregory,0.000999877,,,,,,,
Franciwdp,Wikaom,Francisco,Wilson,0.67,,,,,,,
Mzfy3,Donm0hwt,Marie,Donmoyer,0.85,,,,,,,
Ronxic,Jahea,Ronald,James,0.77,,,,,,,
Frwmh,Ronr5i,Frank,Romero,0.94,,,,,,,
Rows84a,Sam4ce,Rosaura,Santee,0.58,,,,,,,
Dehor,Peacjdy,Denis,Peachey,0.64,,,,,,,
Keioy,Kelact,Kelly,Kelsey,0.59,,,,,,,
Pzmroz,Syhsr5,Pamela,Synder,1,,,,,,,
Sywcrj,Jird3b,Stacey,Jordan,0.76,,,,,,,
Mocnawl,Baio5,Michael,Baily,0.98,,,,,,,
K3llt,Camo0w,Kelly,Campos,0.62,,,,,,,
Thw9ms,Amb50zs,Thelma,Ambrose,0.64,,,,,,,
J0gh,Tionef,John,Tipler,0.56,,,,,,,
Dpj2od,M9oktr,Donald,Miller,0.88,,,,,,,
Jose9h,Ruh0w,Joseph,Ruble,0.63,,,,,,,
Steoheh,Sjiafr,Stephen,Snider,0.05,,,,,,,
Bfwvu,Naoj3r,Brady,Napier,0.67,,,,,,,
Gzu6,Thoj0aog,Gary,Thompson,0.64,,,,,,,
Amahfz,Clethptv,Amanda,Cleghorn,0.53,,,,,,,
Bruvf,Cahjo0,Bruce,Cahill,0.74,,,,,,,
Juru,Johfw,Judi,Jones,0.71,,,,,,,
Bfx5,Lawtenx4,Brad,Lawrence,0.85,,,,,,,
Chtisrisn,Crkdr,Christian,Croce,0.06,,,,,,,
Maftyq,Amb4isd,Martha,Ambrose,0.52,,,,,,,
Dogm1,T7rn4e,Donna,Turner,0.81,,,,,,,
Rajig,Lesow,Ramon,Lewis,0.6,,,,,,,
Yvobhe,Joisx,Yvonne,Jones,0.7,,,,,,,
Estje6,Hih4w,Esther,Hines,0.88,,,,,,,
Cins6ahce,Pwgq,Constance,Pena,0.87,,,,,,,
Wait2f,Co9kond,Walter,Collins,0.04,,,,,,,
Aertyr,Kenxsml,Arthur,Kendall,0.09,,,,,,,
Timp4yt,Tekm8,Timothy,Tello,0.87,,,,,,,
Josroj,Leg,Joseph,Lee,0.83,,,,,,,
Mau4rey,Bre23y,Maureen,Brewer,0.63,,,,,,,
Geor73,Cunnumghan,George,Cunningham,0.72,,,,,,,
Edein,Johhsog,Edwin,Johnson,0.71,,,,,,,
Miit0h,Otu3,Milton,Otis,0.73,,,,,,,
Bobfpw,Vihed,Bobbie,Vines,0.06,,,,,,,
Jexdivs,Ruzh,Jessica,Rush,0.62,,,,,,,
Debise,Br0eh,Denise,Brown,0.54,,,,,,,
Erqxrf,Tuej1r,Edward,Turner,0.74,,,,,,,
Kavnt,Benjaomn,Kathy,Benjamin,0.004015576,,,,,,,
Paii,Lafemwldketr,Paul,Lafemaleleur,0.87,,,,,,,
Ma7r,Rojn65es,Matt,Rountree,0.93,,,,,,,
Orlabfi,Walmabr,Orlando,Wallace,0.56,,,,,,,
Elizsneyh,Okeefehaofe,Elizabeth,Okeefemalee,0.95,,,,,,,
Lpr4n,Sandt5d,Loren,Sanders,0.81,,,,,,,
Thojqs,Letxjwirbh,Thomas,Letchworth,0.9,,,,,,,
Ced6o,Risubget,Cecil,Risinger,0.54,,,,,,,
Nek0,Beqi,Nell,Beck,0.93,,,,,,,
Stbnw,Camontlo,Syble,Campbell,0.54,,,,,,,
Rifn,Loy2,Rich,Loya,0.51,,,,,,,
Aon35r,Ruc6qtd,Albert,Richard,0.77,,,,,,,
Eowd,Maain,Elsa,Mason,0.63,,,,,,,
Wek57,Thinpdwux,Wendy,Thibodaux,0.96,,,,,,,
Edwqdf,Moo53,Edward,Moore,0.84,,,,,,,
Josephohq,Matkwrpy,Josephine,Matherly,0.09,,,,,,,
Brqbsw,Cla4j,Brenda,Clark,0.51,,,,,,,
Roja0d,Wehse,Ronald,Weber,0.1,,,,,,,
Rami6l,Sn4lo,Ramiro,Snell,0.98,,,,,,,
Lo8osw,Ye4,Louise,Yee,0.78,,,,,,,
Eubsle,Mcmaag2r,Eugene,Mcmaster,0.7,,,,,,,
Erka,Typj,Eric,Thom,0.61,,,,,,,
Kejmeyh,Pgiomi0s,Kenneth,Phillips,0.06,,,,,,,
Mafyon,Sulluvsh,Martin,Sullivan,0.65,,,,,,,
R9mmi4,Metcsufwmale,Ronnie,Metcalfemale,0.7,,,,,,,
Dan9su,Lihtlwy,Daniel,Lindley,0.53,,,,,,,
Sanhra,Joggson,Sandra,Johnson,0.09,,,,,,,
Ps54r,Lawd5nve,Peter,Lawrence,0.08,,,,,,,
Angwia,Kittrd0l,Angela,Kittrell,0.08,,,,,,,
Willosn,Orters,William,Ortega,0.76,,,,,,,
Deoow,Wortnsj,Delia,Wortman,0.66,,,,,,,
Rodjwu,Llo6d,Rodney,Lloyd,0.74,,,,,,,
Mzrj0vy,Robimx0n,Marjory,Robinson,0.53,,,,,,,
Hemey,Rowt,Henry,Rowe,0.83,,,,,,,
Rafnrj,Shelow7,Rachel,Shelley,0.04,,,,,,,
Mijbk3,M8kks,Minnie,Mills,0.54,,,,,,,
Laftt,Deam9hs,Larry,Deskins,0.53,,,,,,,
Cqrubs,Nicjkkd,Carina,Nichols,0.95,,,,,,,
Emha,Jacovz,Emma,Jacobs,0.63,,,,,,,
Marosm,Vaodnwe,Marian,Valente,0.8,,,,,,,
Mar7q,Thomozom,Maria,Thompson,0.5,,,,,,,
Bwenade76e,Tagbsey,Bernadette,Taggart,0.58,,,,,,,
Ls95a,B0bxu,Laura,Bondi,0.63,,,,,,,
Raykljd,Rsur,Raymond,Reid,0.69,,,,,,,
Cwrpltm,Dehor4,Carolyn,Deboer,0.07,,,,,,,
Jozw0m,Clatk,Joseph,Clark,0.66,,,,,,,
Glp4h,Pst3p,Glory,Patel,0.03,,,,,,,
Yvojfw,Kejgt,Yvonne,Kenny,0.63,,,,,,,
K9mveyly,Hqgb,Kimberly,Hahn,0.05,,,,,,,
Natnsj,Smirk,Nathan,Smith,0.84,,,,,,,
Hwatb43,Meerig5,Heather,Merritt,0.57,,,,,,,
Yvey54,Pend,Yvette,Pena,0.86,,,,,,,
Be64r,Hiebdgt,Betty,Hiebert,0.86,,,,,,,
Dqcuw,Im0dr,David,Imler,0.7,,,,,,,
Elisaheyh,B4sxrin,Elizabeth,Braxton,0.73,,,,,,,
Mo5tia,Bakqt,Morris,Baker,0.53,,,,,,,
Ricbxr3,Irv8ht,Richard,Irving,0.04,,,,,,,
Tube,Mike3,Tina,Moore,0.6,,,,,,,
Lonkiw,Kl5ij,Lonnie,Klein,0.69,,,,,,,
Rebwfvs,Adfosj,Rebecca,Adcock,0.74,,,,,,,
Christ8r,Shee,Christie,Shea,0.72,,,,,,,
Valsr9x,Bu5ma,Valeria,Burns,0.88,,,,,,,
B8l9y,Spenfr5,Billy,Spencer,0.92,,,,,,,
Joxe9h,Cqrueg,Joseph,Carter,0.56,,,,,,,
E5ij,How2rw,Erin,Howard,0.09,,,,,,,
Em9ko,Meas,Emily,Mesa,0.8,,,,,,,
Esrbwt,Vahhyj,Esther,Vaughn,0.94,,,,,,,
Au4gry,Veoaxqjss,Audrey,Velazquez,0.88,,,,,,,
Guarzlt0e,Doskumf,Guadalupe,Dowling,0.74,,,,,,,
Jl6g,Hernehdrs,John,Hernandez,0.55,,,,,,,
Fr4e,Ragn2r,Fred,Ratner,0.89,,,,,,,
Jdsns,Beasltt,Jesus,Beasley,0.71,,,,,,,
Kikhwrkt,Damq,Kimberly,Dame,0.51,,,,,,,
Dszn,Grifemslefsnalson,Dawn,Grifemalefemalein,0.5,,,,,,,
Raokb,Feereiga,Ralph,Ferreira,0.93,,,,,,,
Cwtf6,Wslmz,Cathy,Wells,0.6,,,,,,,
Ste0hshu3,Mar69gwz,Stephanie,Martinez,0.8,,,,,,,
Sedf9i,Pa7jry,Sergio,Pauley,0.06,,,,,,,
Jajice,Johjaon,Janice,Johnson,0.57,,,,,,,
Jqmre,Beszke7,James,Beazley,0.08,,,,,,TX  ,
E48l,Smiek,Erik,Smith,0.81,,,,,,,
Katjo5em,Dumzs,Kathleen,Dumas,0.74,,,,,,,
Lpis,Adwhw,Lois,Adams,0.51,,,,,,,
Namzt,Goltsb,Nancy,Golden,0.1,,,,,,,
Mkchaep,Lefkb,Michael,Levin,0.74,,,,,,,
Johy,Lech8es,John,Lechuga,0.89,,,,,,,
El9zzbegh,Wwfbe5,Elizabeth,Werner,0.94,,,,,,,
Rpnaos,Sm8tf,Ronald,Smith,0.93,,,,,,,
Bfag,Barfwmalwpekd,Brad,Barfemaleield,0.07,,,,,,,
Jjnw,Ywbv,June,Yang,0.65,,,,,,,
Stdg2,Gofx,Steve,Gore,0.94,,,,,,,
Sxll8,Th0mwq,Sally,Thomas,0.81,,,,,,,
Moxhadl,Smiub,Michael,Smith,0.72,,,,,,,
Cheiwg8ne,Eroflson,Christine,Erickson,0.1,,,,,,,
Cakweoh,Yba4rq,Cameron,Ybarra,0.71,,,,,,,
Lau6s,Nichklaz,Laura,Nicholas,0.77,,,,,,,
Kinbetm3e,Mcgstthy,Kimberlee,Mccarthy,0.72,,,,,,,
Ma3lw,No6eoif,Maria,Norwood,0.1,,,,,,,
Ratmijd,Konc,Raymond,King,0.52,,,,,,,
Rogetf,Brzkw,Robert,Beale,0.86,,,,,,,
Asjl4u,Hwrnznsxz,Ashley,Hernandez,0.83,,,,,,,
Stepb3h,Mcfemqiesddwn,Stephen,Mcfemaleadden,0.94,,,,,,,
Darlzmq,Shamloin,Darlene,Shanklin,0.09,,,,,,,
Frahbsa,Wal8s,Frances,Walls,0.93,,,,,,,
Be6t,Frudsid,Beth,Friddle,0.96,,,,,,,
Leo8s,Margowtin,Leola,Marroquin,0.95,,,,,,,
Gultrr5,Co0elwbf,Gilbert,Copeland,0.010496992,,,,,,,
Rosd,Lypmw,Ross,Lyons,0.67,,,,,,,
Jamfc,Fennwkl,James,Fennell,0.68,,,,,,,
Wiklus,Dy5t,Willie,Dyer,0.05,,,,,,,
Richssf,Rlbet6z,Richard,Roberts,0.99,,,,,,,
Roder4a,Vad1u4x,Roberta,Vasquez,0.92,,,,,,,
J0tn,Rodruvuex,John,Rodriguez,0.85,,,,,,,
Sanz3s,Gobealez,Sandra,Gonzalez,0.76,,,,,,,
Kse1n,Sanxrex,Karen,Sanchez,0.66,,,,,,,
Rons2t,Rueswol,Robert,Russell,0.69,,,,,,,
Bremn,Cricmt9j,Brent,Crichton,0.89,,,,,,,
Cwrkjyn,Stwejs,Carolyn,Starks,0.54,,,,,,,
Artyhg,Velawquws,Arthur,Velasquez,0.6,,,,,,,
Pet3t,Pennobgtob,Peter,Pennington,0.96,,,,,,,
M24g,Sheskeh,Mary,Shealey,0.91,,,,,,,
Geurnr,Bwcx,George,Bess,0.51,,,,,,,
Jaget,Bsl1r,Janet,Baker,0.59,,,,,,,
Estelu,Woodberru,Estell,Woodberry,0.06,,,,,,,
Lesklf,G9naakes,Leslie,Gonzales,0.53,,,,,,,
Lorrckme,Soi9l,Lorraine,Sokol,0.94,,,,,,,
Wilbir,Samp2ob,Willie,Sampson,0.79,,,,,,,
Ehq,Moff8z,Eva,Morris,0.84,,,,,,,
Car0k,Huko,Carol,Hill,0.51,,,,,,,
Le9,L42,Leo,Lee,0.88,,,,,,,
Erkf,Philokow,Eric,Phillips,0.65,,,,,,,
Donjx,Vaswo4a,Donna,Vasquez,0.8,,,,,,,
Ms6rjew,Hidxlvo,Matthew,Hidalgo,0.72,,,,,,,
Randakb,Hanosy,Randall,Hanley,0.8,,,,,,,
Dimxn,D3lzgsrzq,Dinah,Delagarza,0.76,,,,,,,
Rzk0v,Ronnjnz,Ramon,Robbins,0.56,,,,,,,
El9xsbwtn,Calsrroh,Elizabeth,Calderon,0.5,,,,,,,
Jsm4s,Shelkennarg3t,James,Shellenbarger,0.85,,,,,,,
Mivyzrl,Pivot,Michael,Picou,0.72,,,,,,,
Joqy,Peg3x,Jody,Perez,0.7,,,,,,,
Wilniqk,Baijqy,William,Bailey,0.77,,,,,,,
Lihaz,Brurs,Linda,Bruce,0.79,,,,,,,
Ge0fh3,Weiyj7,George,Weight,0.71,,,,,,,
Shirl4b,Hosow5,Shirley,Hosler,0.58,,,,,,,
Davpx,Mooino,David,Molino,0.66,,,,,,,
Magi,Orgevq,Mary,Ortega,0.85,,,,,,,
Syaak,Wak5ets,Susan,Walters,0.83,,,,,,,
Jeanrhr3,Johjqog,Jeanette,Johnson,0.56,,,,,,,
Ci7r6,Mipker,Cindy,Miller,0.62,,,,,,,
Dwnht,Bafjea,Danny,Barnes,0.67,,,,,,,
Nofx,Stebrmspj,Nora,Stevenson,0.64,,,,,,,
Kwvpk,Benagixas,Kevin,Benavides,0.09,,,,,,,
Eleamig,Moosy,Eleanor,Moody,0.6,,,,,,,
Run4j,Zah0fz,Ruben,Zamora,0.08,,,,,,,
Jennogrmqoeer,Shsprdd,Jennifemaleer,Sheperd,1,,,,,,,
Alor5,Wshn,Alice,Webb,0.87,,,,,,,
Emmfjt,Quojn,Emmett,Quinn,0.85,,,,,,,
Sjxzn,Morhan,Susan,Morman,0.82,,,,,,,
Adruehyw,Arcnoleta,Adrienne,Archuleta,0.95,,,,,,,
Jamss,Panicu,James,Pankey,0.93,,,,,,,
Me4od,Philuoos,Merle,Phillips,0.73,,,,,,,
Carken,Cunmikggan,Carmen,Cunningham,0.07,,,,,,,
Rone7y,Dr41z,Robert,Drees,0.86,,,,,,,
Js4rr,Ellupr,Jared,Elliot,0.63,,,,,,,
Tr8sv,Ksll5y,Trish,Kelley,0.54,,,,,,,
Albetg,Wr8nbr,Albert,Wright,0.58,,,,,,,
Jagl,Rodtov7wz,Jack,Rodriguez,0.71,,,,,,,
Dasg,Ma4bufgse,Dawn,Marburger,0.76,,,,,,,
Pete3,Jacmapn,Peter,Jackson,0.84,,,,,,,
Clwi53,Gaqw,Claire,Gass,0.05,,,,,,,
D9j6a,Guitat4ea,Donna,Guiterrez,0.85,,,,,,,
Ss6a,Lo0dx,Sara,Lopez,0.66,,,,,,,
Jam4g,Crittsufej,James,Crittenden,0.5,,,,,,,
Lwtpjiw,Beasgyty,Latonia,Bradbury,0.91,,,,,,,
Wioxoj,Joyjd9j,Wilson,Johnson,0.94,,,,,,,
Geabf,R9hu,Grace,Roth,1,,,,,,,
Thonxs,C9rory,Thomas,Corley,0.96,,,,,,,
Mayfq,Roudzto,Mayra,Roussel,0.53,,,,,,,
Daf9v,Rosri5uez,David,Rodriguez,0.63,,,,,,,
Ka6j7,Gshu,Kathy,Gano,0.77,,,,,,,
Brekda,Richwrsxon,Brenda,Richardson,0.91,,,,,,,
Meovtn,Crutchfejqle8elf,Melvin,Crutchfemaleield,0.81,,,,,,,
Tifwmslrf3naleany,Copp,Tifemalefemaleany,Cook,0.92,,,,,,,
Wakrre,Cwye,Walter,Carr,0.58,,,,,,,
Loi9z,Mort9e,Louis,Morrow,0.73,,,,,,,
Mzri,Mcarsow,Mary,Mcardle,0.89,,,,,,,
Albrey,Cougril,Albert,Council,0.68,,,,,,,
Jefemalwcekslerry,Cs4rohl,Jefemalefemalerey,Carroll,0.55,,,,,,,
Gwnq,Laveuaoeohd,Gene,Lafemaleond,0.019425271,,,,,,,
Julizjs,Lo0u,Juliana,Lopp,0.52,,,,,,,
R8yb,Ha4tid,Ruth,Harris,0.08,,,,,,,
G3rwor,Schoenmeet4r,Gerald,Schoenberger,0.75,,,,,,,
Jos5og,Ocohgr4,Joseph,Oconner,0.83,,,,,,,
Wulk9sn,Hi9d,William,Hood,0.98,,,,,,,
Jus5iu,Budy,Justin,Bush,0.5,,,,,,,
Jennofrmsoe3r,Jijss,Jennifemaleer,Jones,0.08,,,,,,,
Jednnd,Bqlp,Jeanne,Ball,0.61,,,,,,,
Lu8f,Rorg,Lupe,Roan,0.64,,,,,,,
Scorg,Benkajuy,Scott,Benjamin,0.81,,,,,,,
Chrksyian,Nugenc,Christian,Nugent,0.99,,,,,,,
Kar4b,Sragvr,Karen,Staggs,0.04,,,,,,,
Danueooe,Gabaw,Danielle,Garza,0.68,,,,,,,
Dahuei,Groeb3,Daniel,George,0.58,,,,,,,
P3m3pa,Estmdha2,Pamela,Earnshaw,0.61,,,,,,,
Ju0rx,Bro1b,Jules,Brown,0.78,,,,,,,
Nznbu,Rewsd,Nancy,Reese,0.79,,,,,,,
Bieb9g,Bak2w,Birgit,Baker,0.95,,,,,,,
Efun,Cazf,Erin,Cash,0.007968309,,,,,,,
