Lymm,Hosgoanf,Lynn,Hoagland,0.92,
Theod9rx,Paccocj,Theodore,Paddock,0.9,
Chatles,Soro,Charles,Soto,0.98,
Margaeet,Tufme6,Margaret,Turney,0.87,
Lot7,Gonzslrz,Lori,Gonzales,0.72,
Pruvehce,Aguited,Prudence,Aguirre,0.78,
Bphjie,Wrdh,Bonnie,Wren,0.77,
Jocd,Baebr,Jose,Baehr,0.54,
Mucheow,Michqlski,Michele,Michalski,0.93,
Marut,Tauk0r,Marie,Taylor,0.08,
Kevun,Przel,Kevin,Prado,0.07,
Cha5lic,Stephsmspn,Charlie,Stephenson,0.52,
Mau4esb,Gebhaed,Maureen,Gebhard,0.53,
Kemnsrh,Rdss,Kenneth,Reed,0.08,
Micgafl,Thonsz,Michael,Thomas,0.58,
J7and,Fljjn,Juana,Flynn,0.93,
Dototjh,Rysk,Dorothy,Ryan,0.78,
Nwsk,Bqks5,Neal,Baker,0.09,
Trsb9s,Pick3rkmg,Travis,Pickering,0.99,
Jordwh,Ersin,Jordan,Erwin,0.07,
Willpan,Prunuh,William,Prunty,0.6,
Jsmww,Jonrf,James,Jones,0.86,
Be4netyz,Binghsi,Bernetta,Bingham,0.62,
Keb7n,Bsf0n,Kevin,Bacon,0.06,
Mayh,Masz49,Mary,Mazzeo,0.5,
Iddkk,Wofemakefema9eord,Idell,Wofemalefemaleord,0.76,
Mivnqel,Lipsvinb,Michael,Lipscomb,0.79,
Ericw,Moirs,Erica,Moore,0.09,
Sjw,Kelmey,Sue,Kelley,0.08,
Pet3t,Eve4wtye,Peter,Everette,0.87,
Anh3oa,Thinqs,Angela,Thomas,0.002016587,
Baebsea,Castioo0,Barbara,Castillo,0.5,
Thpmqa,Hun0hreya,Thomas,Humphreys,0.64,
Ar3tjs,Edwwrds,Aretha,Edwards,0.82,
Mzr5,Hawbk,Mary,Haack,0.07,
Chrs5et,Farfp3,Chester,Farrow,0.78,
Ma46,Simpsoj,Mary,Simpson,0.91,
Krisrev,Sim0spb,Kristen,Simpson,0.59,
Bret5,Mejc4z,Brett,Mendez,0.96,
Philmup,Tufn3r,Phillip,Turner,0.68,
Frammlib,Grwho5y,Franklin,Gregory,0.000999877,
Frahciaco,Wilwoh,Francisco,Wilson,0.67,
Mwrkr,Donmoy3r,Marie,Donmoyer,0.85,
Ronaps,Jandz,Ronald,James,0.77,
Frahj,Romeeo,Frank,Romero,0.94,
Rossusa,Samgee,Rosaura,Santee,0.58,
Denue,Peacyen,Denis,Peachey,0.64,
Keli6,Kelsst,Kelly,Kelsey,0.59,
Pamels,Synesr,Pamela,Synder,1,
Stad4t,Jorrwb,Stacey,Jordan,0.76,
Micgaep,Bauiy,Michael,Baily,0.98,
Kelky,Camood,Kelly,Campos,0.62,
Tjeoms,Amn4osw,Thelma,Ambrose,0.64,
Jo5n,Tiolse,John,Tipler,0.56,
Donsoc,Miok4r,Donald,Miller,0.88,
Jos20h,Runle,Joseph,Ruble,0.63,
Steohen,Snofee,Stephen,Snider,0.05,
Brwd7,Naokrr,Brady,Napier,0.67,
Gaey,Thomps9g,Gary,Thompson,0.64,
Amamds,Clwgnprn,Amanda,Cleghorn,0.53,
Br7cw,Cahi0k,Bruce,Cahill,0.74,
Jydl,Joneg,Judi,Jones,0.71,
Brxf,Lawtwhce,Brad,Lawrence,0.85,
Chtisgoan,Crofe,Christian,Croce,0.06,
Mz5tya,Amgrpsr,Martha,Ambrose,0.52,
Donhe,Turjdf,Donna,Turner,0.81,
Rzmon,Lewps,Ramon,Lewis,0.6,
Yvknn3,Joyed,Yvonne,Jones,0.7,
Esthef,Hiyws,Esther,Hines,0.88,
Constsbxe,Pwn2,Constance,Pena,0.87,
Wak6dr,Colloja,Walter,Collins,0.04,
Argn7r,Kendskk,Arthur,Kendall,0.09,
Tomo6ny,Tekio,Timothy,Tello,0.87,
Jiseih,L34,Joseph,Lee,0.83,
Mau54rn,Bresdt,Maureen,Brewer,0.63,
Georft,Cujninhgam,George,Cunningham,0.72,
Edwkk,Joynd9n,Edwin,Johnson,0.71,
Milrlh,Otld,Milton,Otis,0.73,
Bobg8r,Vibez,Bobbie,Vines,0.06,
Jessiss,Ruxu,Jessica,Rush,0.62,
D4nosr,Br0wh,Denise,Brown,0.54,
Ed3a4r,Tyrnsf,Edward,Turner,0.74,
Katku,Bennam9n,Kathy,Benjamin,0.004015576,
Paij,Laf3maleleur,Paul,Lafemaleleur,0.87,
Mafy,Ro7ntr3e,Matt,Rountree,0.93,
Oroabdp,Wakladr,Orlando,Wallace,0.56,
Elixzbwth,Okeefenalee,Elizabeth,Okeefemalee,0.95,
Lorej,Sanrrrx,Loren,Sanders,0.81,
Thomew,L4tchwlryh,Thomas,Letchworth,0.9,
Cefij,Rksumger,Cecil,Risinger,0.54,
Neio,Bexn,Nell,Beck,0.93,
Syboe,Cajpbeml,Syble,Campbell,0.54,
Ri5h,Liuw,Rich,Loya,0.51,
Alge4r,Richatd,Albert,Richard,0.77,
Eksa,Maa9m,Elsa,Mason,0.63,
Wehd7,Th8bosaus,Wendy,Thibodaux,0.96,
Edwzrc,Moi5e,Edward,Moore,0.84,
Josepjibr,Ma6herly,Josephine,Matherly,0.09,
Br3mra,Clwrh,Brenda,Clark,0.51,
Rona9d,Wegd4,Ronald,Weber,0.1,
Rammri,Sneom,Ramiro,Snell,0.98,
Loiuae,Yrs,Louise,Yee,0.78,
Euv2ne,Mcmdater,Eugene,Mcmaster,0.7,
E58c,Th9n,Eric,Thom,0.61,
Kejnsgh,Phiokops,Kenneth,Phillips,0.06,
Martug,Sullugsn,Martin,Sullivan,0.65,
Ronju4,Metcalremqke,Ronnie,Metcalfemale,0.7,
Damiel,Lindkey,Daniel,Lindley,0.53,
Samf5a,Jonnsou,Sandra,Johnson,0.09,
Petef,Lsw5enfe,Peter,Lawrence,0.08,
Anfeja,Kitt5ekl,Angela,Kittrell,0.08,
Willixn,Oryeca,William,Ortega,0.76,
De0is,Wo6tkan,Delia,Wortman,0.66,
Rodbwh,Lli7c,Rodney,Lloyd,0.74,
Marmott,Rob9nspb,Marjory,Robinson,0.53,
Hen5t,Rlae,Henry,Rowe,0.83,
Raghsl,Shelksy,Rachel,Shelley,0.04,
Minmpe,Moola,Minnie,Mills,0.54,
Larrh,Dedmins,Larry,Deskins,0.53,
Caeoba,Nidbola,Carina,Nichols,0.95,
Emn2,Jaxpbs,Emma,Jacobs,0.63,
Msrisb,Valtnts,Marian,Valente,0.8,
Ma48a,Tjom0spn,Maria,Thompson,0.5,
Berhacett3,Taggaeu,Bernadette,Taggart,0.58,
La8es,Bomdi,Laura,Bondi,0.63,
Rayjond,Re8c,Raymond,Reid,0.69,
Car0kyn,Debode,Carolyn,Deboer,0.07,
Jose9b,Clsru,Joseph,Clark,0.66,
Glkty,Patao,Glory,Patel,0.03,
Yvohjr,Kenv6,Yvonne,Kenny,0.63,
Kimbdtl7,Haub,Kimberly,Hahn,0.05,
Na4hah,Smurn,Nathan,Smith,0.84,
Heath3r,Merruyr,Heather,Merritt,0.57,
Yverr4,Psnd,Yvette,Pena,0.86,
Be4tu,Hiebe3y,Betty,Hiebert,0.86,
Dav6d,Imocr,David,Imler,0.7,
Eoizahwth,Brax4ob,Elizabeth,Braxton,0.73,
Mi4tis,Bak44,Morris,Baker,0.53,
Ricbz5d,Irvinh,Richard,Irving,0.04,
Timx,Moogd,Tina,Moore,0.6,
Lpnnor,Klepn,Lonnie,Klein,0.69,
Revdcva,Adcovk,Rebecca,Adcock,0.74,
Ch5istie,Sh3s,Christie,Shea,0.72,
Valefks,Butja,Valeria,Burns,0.88,
Bilky,Sp4nced,Billy,Spencer,0.92,
Jozwph,Cartwy,Joseph,Carter,0.56,
Erov,Howqtf,Erin,Howard,0.09,
Enijy,Mdsq,Emily,Mesa,0.8,
Estyde,Vaybhn,Esther,Vaughn,0.94,
Auffet,Vwoaz2uez,Audrey,Velazquez,0.88,
Guadak7pe,Doqlonh,Guadalupe,Dowling,0.74,
Jokj,Herjaneez,John,Hernandez,0.55,
Frsw,Ratjdf,Fred,Ratner,0.89,
Jea7d,Beazkdy,Jesus,Beasley,0.71,
Kinbqrly,Dwmt,Kimberly,Dame,0.51,
Dask,Grifemzlefemale7n,Dawn,Grifemalefemalein,0.5,
Rao0y,Fe4r2ira,Ralph,Ferreira,0.93,
Ca5ju,Wekls,Cathy,Wells,0.6,
Stepjshie,Martundx,Stephanie,Martinez,0.8,
Sergo0,Paulru,Sergio,Pauley,0.06,
Jankf3,Joghsoh,Janice,Johnson,0.57,
Jsmef,Beasoet,James,Beazley,0.08,
Etiu,Smirt,Erik,Smith,0.81,
Kathoswn,Dujws,Kathleen,Dumas,0.74,
Loiw,Adahx,Lois,Adams,0.51,
Najc6,Gokddh,Nancy,Golden,0.1,
Micbaal,Lev0j,Michael,Levin,0.74,
Jogm,Leccuga,John,Lechuga,0.89,
El8zabegg,Wethee,Elizabeth,Werner,0.94,
Ronwid,Smuyb,Ronald,Smith,0.93,
Brsg,Barfemajei3ld,Brad,Barfemaleield,0.07,
Juhf,Yznc,June,Yang,0.65,
Stere,Glfr,Steve,Gore,0.94,
Sakly,Th0jaa,Sally,Thomas,0.81,
Mifgzel,Smiti,Michael,Smith,0.72,
Christynr,Eridkzpn,Christine,Erickson,0.1,
Canrrpn,Ybz4ra,Cameron,Ybarra,0.71,
La7rw,Nich9oad,Laura,Nicholas,0.77,
Kinveroee,Mccafthy,Kimberlee,Mccarthy,0.72,
Mafia,Nirwo9c,Maria,Norwood,0.1,
Ratmpbd,Kimd,Raymond,King,0.52,
Roge5g,Bewlr,Robert,Beale,0.86,
Asbl2y,Hermanfdz,Ashley,Hernandez,0.83,
Stepnwn,Mcfenaoeacden,Stephen,Mcfemaleadden,0.94,
Darleb4,Shahilin,Darlene,Shanklin,0.09,
Frsjfes,Wsloa,Frances,Walls,0.93,
Brgj,Frirdl2,Beth,Friddle,0.96,
Lroia,Marrpq8in,Leola,Marroquin,0.95,
Gilbey5,Copwkznd,Gilbert,Copeland,0.010496992,
Rida,Lyohx,Ross,Lyons,0.67,
Jamew,Fenmwlk,James,Fennell,0.68,
Wikkoe,Dy34,Willie,Dyer,0.05,
Ricjagd,Rohe4td,Richard,Roberts,0.99,
Robwfts,Vasqt3z,Roberta,Vasquez,0.92,
Jobk,Rodrigywx,John,Rodriguez,0.85,
Sand5z,Gonaalrs,Sandra,Gonzalez,0.76,
Kardn,Sanv6ez,Karen,Sanchez,0.66,
Robd3t,Rusadlk,Robert,Russell,0.69,
Bremt,Cricgton,Brent,Crichton,0.89,
Carpoyh,Stqrlz,Carolyn,Starks,0.54,
Artg7t,Velaaqiwz,Arthur,Velasquez,0.6,
Pe5wr,Penn9ngton,Peter,Pennington,0.96,
Maty,Shealry,Mary,Shealey,0.91,
Gworye,Bexz,George,Bess,0.51,
Janer,Bakse,Janet,Baker,0.59,
Esyeoo,Woodnedry,Estell,Woodberry,0.06,
Lexkiw,Gonxsoes,Leslie,Gonzales,0.53,
Lorraiuw,S0kpk,Lorraine,Sokol,0.94,
Willi3,Sam0xon,Willie,Sampson,0.79,
Evd,Morrid,Eva,Morris,0.84,
Cae0k,Hiio,Carol,Hill,0.51,
Lr9,Les,Leo,Lee,0.88,
Erih,Philiups,Eric,Phillips,0.65,
Donha,Vasqtsz,Donna,Vasquez,0.8,
Mattjwe,Hidqkgp,Matthew,Hidalgo,0.72,
Rancaok,Hankrh,Randall,Hanley,0.8,
Dinaj,Delagsfxa,Dinah,Delagarza,0.76,
Ram8h,Robbljs,Ramon,Robbins,0.56,
Elizabw6h,Cwldrrln,Elizabeth,Calderon,0.5,
Jamax,Shellebbarfee,James,Shellenbarger,0.85,
Micbwsl,Pifou,Michael,Picou,0.72,
Jode,Peeda,Jody,Perez,0.7,
Will9am,Baiks6,William,Bailey,0.77,
Limxa,Brix3,Linda,Bruce,0.79,
Geoefe,Weujht,George,Weight,0.71,
Shitjey,Hoslet,Shirley,Hosler,0.58,
Davyd,Molono,David,Molino,0.66,
Ma56,Orr4va,Mary,Ortega,0.85,
Sidah,Wakte5a,Susan,Walters,0.83,
Jeahrttd,Jobns9j,Jeanette,Johnson,0.56,
Cinft,Miplef,Cindy,Miller,0.62,
Dajbu,Barjea,Danny,Barnes,0.67,
Nowq,Stdvenxon,Nora,Stevenson,0.64,
Keb8b,Bemafidrs,Kevin,Benavides,0.09,
Elezboe,Mold7,Eleanor,Moody,0.6,
Rugeg,Zajor3,Ruben,Zamora,0.08,
Jenj9fsmaleer,Shdperd,Jennifemaleer,Sheperd,1,
Alkvr,Wegn,Alice,Webb,0.87,
Emnwtg,Quknk,Emmett,Quinn,0.85,
Suswj,Mprjsn,Susan,Morman,0.82,
Adroejns,Atchu0eta,Adrienne,Archuleta,0.95,
Jsmfs,Panist,James,Pankey,0.93,
Merue,Pbilliis,Merle,Phillips,0.73,
Carken,Cunningnsn,Carmen,Cunningham,0.07,
Rojrrt,Dre3z,Robert,Drees,0.86,
Jaw3d,Elk8og,Jared,Elliot,0.63,
Trisy,Kelke7,Trish,Kelley,0.54,
Alber8,Wribjy,Albert,Wright,0.58,
Jarm,Rodrihurx,Jack,Rodriguez,0.71,
Dash,Marnutter,Dawn,Marburger,0.76,
Petdr,Jacksoh,Peter,Jackson,0.84,
Claird,Gzdz,Claire,Gass,0.05,
Dlhba,Guihe5rez,Donna,Guiterrez,0.85,
Sata,Looed,Sara,Lopez,0.66,
Jqked,Critreneej,James,Crittenden,0.5,
Latlmoa,Braebufu,Latonia,Bradbury,0.91,
Wils0b,Johndij,Wilson,Johnson,0.94,
Grsxd,Royt,Grace,Roth,1,
Th0msa,Cor9sy,Thomas,Corley,0.96,
Matwa,Roueswl,Mayra,Roussel,0.53,
Davix,Rodfig7es,David,Rodriguez,0.63,
Katvu,Gab0,Kathy,Gano,0.77,
Brejrs,Richaddsoj,Brenda,Richardson,0.91,
Meln8n,Crutcbfemslrield,Melvin,Crutchfemaleield,0.81,
Tifemalwfejzleany,Cllm,Tifemalefemaleany,Cook,0.92,
Wal5rt,Ca6t,Walter,Carr,0.58,
Loums,Morfkw,Louis,Morrow,0.73,
Mztt,Mca3cle,Mary,Mcardle,0.89,
Akbe3t,Couhc8o,Albert,Council,0.68,
Jefemalefejsle5ey,Cwrrpol,Jefemalefemalerey,Carroll,0.55,
Gege,Lafemaktond,Gene,Lafemaleond,0.019425271,
Julisjz,Lo90,Juliana,Lopp,0.52,
Ruyh,Hatfos,Ruth,Harris,0.08,
Gsrajd,Schoenbarge4,Gerald,Schoenberger,0.75,
Jiaeoh,Oconhe5,Joseph,Oconner,0.83,
Wiooiak,Hops,William,Hood,0.98,
Jysrih,B9sn,Justin,Bush,0.5,
Jennidemaorer,Jinfs,Jennifemaleer,Jones,0.08,
Jeajn3,Bamo,Jeanne,Ball,0.61,
Lu8e,Roav,Lupe,Roan,0.64,
Scpry,Benjamon,Scott,Benjamin,0.81,
Chrixrian,Njgdn5,Christian,Nugent,0.99,
Kw6en,Stanga,Karen,Staggs,0.04,
Dabiekl3,Garda,Danielle,Garza,0.68,
Dsnodl,Georte,Daniel,George,0.58,
Pan4ka,Earjzjaw,Pamela,Earnshaw,0.61,
Julfz,Briqb,Jules,Brown,0.78,
Nand6,Rerd4,Nancy,Reese,0.79,
Bi4g9r,Bwjet,Birgit,Baker,0.95,
Er7m,Cadh,Erin,Cash,0.007968309,
Jacwu4lin3,Sweenwi,Jacqueline,Sweeney,0.96,
Tbokas,Aiekpo,Thomas,Aiello,0.54,
Rolahe,Gaezx,Roland,Garza,0.83,
Juditg,Nrlson,Judith,Nelson,0.08,
Ma4j,Mcbeore,Mark,Mcbride,0.76,
Linea,Oswa0t,Linda,Oswalt,0.85,
Mwrpa,Gonasoes,Maria,Gonzales,0.95,
Vak3rie,Lebksbc,Valerie,Leblanc,0.73,
Mivuael,Morkhey,Michael,Moroney,0.72,
Mivjsel,Yohhg,Michael,Young,0.97,
Robf4t,Raeis,Robert,Rawls,0.77,
Trec0r,Alkospn,Trevor,Allison,0.5,
Msrsbsll,Stq4l,Marshall,Stark,0.69,
Marfun,Jan3d,Marvin,James,0.97,
Kaghr6h,Mydys,Kathryn,Myers,0.94,
Robe56,Ote,Robert,Ott,0.54,
Ruywn,Ridklph,Ruben,Rudolph,0.5,
Thrr4xa,Covnd,Theresa,Cobbs,0.95,
Pa5ty,Didk,Patty,Dick,0.57,
Co4u,Jeaiz,Cody,Jesus,0.91,
Clyse,T4aoo,Clyde,Trapp,0.56,
Warrtb,Csr5,Warren,Cary,0.78,
Lu0f,Lecletr,Lupe,Leclerc,0.81,
Hardh,Jacjs0n,Harry,Jackson,0.88,
Ernrdy,Alexqmdef,Ernest,Alexander,0.9,
Mifhdel,Ba9we,Michael,Baier,0.09,
Danou,Tswk,Damon,Tsao,0.58,
Ma56,Nichwl,Mary,Nickel,0.1,
Kaylw,Ho0pr,Kayla,Hoppe,0.6,
Cs6hu,Wilkusms,Cathy,Williams,0.68,
Michadp,Wyjir,Michael,Wylie,0.65,
Keystdl,Mooxt,Krystal,Moody,0.51,
Rahnons,Symzs,Raymond,Sykes,1,
Jasin,Dawsob,Jason,Dawson,0.64,
Wiolosm,Martum4z,William,Martinez,0.52,
Sslvsd0r,Donl2t,Salvador,Donley,0.98,
Janwz,Grsem,James,Green,0.08,
Heneiet5w,Watvnmqn,Henriette,Watchman,0.62,
Shxeon,Swugset,Sharon,Swigart,0.79,
Bonuue,K4rvs,Bonnie,Kerns,0.74,
Colle6tw,Sh9rr,Collette,Short,0.09,
Thomsr,C4ak4r,Thomas,Cramer,0.8,
Rob3rt,Duoad,Robert,Dulac,0.98,
Phikoio,Hurkdu,Phillip,Hurley,0.71,
Danirl,Carr0fan,Daniel,Carrigan,0.08,
Be5jarf,Spdev3,Bernard,Speece,0.08,
Joah,Teezt,Joan,Treat,0.84,
Dab5,Spwbcer,Dave,Spencer,0.96,
Szndt,Shofe6,Sandy,Shirey,0.86,
Thw5esa,Turjagw,Theresa,Turnage,0.53,
Pamtlw,Schsnk,Pamela,Schank,0.52,
Retknz,H3c5lr,Regina,Hector,0.77,
Wikl9an,Youbh,William,Young,0.79,
Snerhk,Baejeyt,Sheryl,Barnett,0.52,
Glwhds,Margkb,Glenda,Martin,0.52,
Dav9d,Aloen,David,Allen,0.51,
Marolin,Logsrin,Marilyn,Logsdon,0.09,
Gaui,Perliks,Gail,Perkins,0.99,
Michs3l,Haf5ix,Michael,Harris,0.08,
Annoe,Bluf,Angie,Boyd,0.82,
Ca5olum,Be56d,Carolyn,Betts,0.1,
Johhnuw,R9kaer,Johnnie,Rikard,0.89,
Lindr,Kembsdy,Linda,Kennedy,0.51,
Cin4h,Serrqji,Cindy,Serrano,0.93,
Naudy,Quivj,Nancy,Quinn,0.74,
Geotg3,Rere,George,Reed,0.03,
Tri8,Mobe4d,Troy,Moberg,0.06,
Tg0mzs,Bu5l34,Thomas,Butler,0.88,
Mekfin,Cooodt,Melvin,Cooper,0.68,
Ren3,Colj,Rene,Cook,0.51,
Maek,Walkr4,Mark,Walker,0.96,
Sykvkz,Bo0b4,Sylvia,Boone,0.62,
Waynz,Smyty,Wayne,Smith,0.73,
Jefemalefrkal4ery,Sp5rr,Jefemalefemaleery,Speer,0.94,
Mohamtd,Ficya,Mohamed,Fuchs,0.84,
Frr4,Robrrtdoh,Fred,Robertson,0.03,
Lingq,Jogew,Linda,Jones,0.66,
Patrixus,Wooe,Patricia,Wood,0.010308001,
Jedb,Defemsleolkppo,Jean,Defemaleilippo,0.86,
Ssrd,Dixlu,Sara,Dixon,0.98,
Carolyj,Scbrab,Carolyn,Schram,0.05,
Eroz,Weympyrh,Eric,Weymouth,0.87,
Pagr9cua,Schaef3nalef4maleer,Patricia,Schaefemalefemaleer,0.56,
Roldne,Howdil,Roland,Howell,0.52,
Bemkanin,Watspn,Benjamin,Watson,0.94,
Megxb,Fisher,Megan,Foster,0.7,
Dec4z,Cioryi,Dedra,Ciotti,0.77,
Jos6,Bankd,Jody,Banks,0.03,
Cnrkstophe4,Cod,Christopher,Cox,0.97,
Jer4ku,Baire,Jeremy,Baier,0.92,
Aloxs,Plumpre,Alice,Plumlee,0.85,
Etbsm,Lw8nt,Ethan,Leung,0.08,
Matghdq,F4wnl,Matthew,Frank,0.92,
Josr0h,Butld,Joseph,Burke,0.69,
Eayo,Ri0,Earl,Rio,0.94,
Jermqpne,Pp0r,Jermaine,Pope,0.97,
Luas,Andetskn,Lisa,Anderson,0.72,
Johnn9,Sclrg,Johnny,Scott,0.93,
Dafud,Alfemakrotd,David,Alfemaleord,0.9,
Tfoy,Renfrmalerie,Troy,Renfemalerow,1,
Brabdon,Poojr,Brandon,Poole,0.77,
Biloi4,Simps0h,Billie,Simpson,0.79,
Apwol,Wol6ers,April,Wolters,0.9,
