rec_id,First_Name,Last_Name,SSN,Gender,Nationality,Age,Highest_Education_Level,Income,Company,State,Percentage,
rec-000040-dup-0,Ralph,Ramirez,,male ,,56,degree,68578.743,,NJ  ,0.97,
rec-000041-dup-0,Sharon,,841-12-5667,female,Maldivian,32,high_school,40058.398,,,0.66,
rec-000042-dup-0,Stephen,Wyrick,832-98-1697,,,83,degree,59834.333,,NJ  ,0.09,
rec-000043-dup-0,Eric,Hannon,992-39-4056,,French,87,,83929.287,,AL  ,0.96,
rec-000044-dup-0,Brendan,Minter,612-92-5391,male ,,46,,119192.804,ARBITRATION COMM,,0.5,
rec-000045-dup-0,Clarence,Story,,male ,Ethiopian,83,,,AUBURNDALE BEER DISTR,MI  ,0.59,
rec-000046-dup-0,Richard,,951-96-2380,male ,Mayotte,38,,,AYBAR BUILDING,ME  ,0.99,
rec-000047-dup-0,,,828-22-0594,female,,45,doctoral,95021.876,B AND A TRAVEL,AL  ,0.81,
rec-000048-dup-0,Charles,,697-68-8007,,Ugandan,,high_school,48553.101,BALDWIN BLOCK,AL  ,0.79,
rec-000049-dup-0,Ronald,,639-52-0896,,Cypriot,93,high_school,49042.433,BARKAN MGMT,,0.09,
rec-000050-dup-0,John,Richard,620-47-0054,male ,,52,,105495.576,,NY  ,0.59,
rec-000051-dup-0,Frances,Merritt,,female,Algerian,85,,44604.918,,NJ  ,0.99,
rec-000052-dup-0,Barbara,Jordan,,,Barbadian,79,doctoral,,BRIGHTWOOD ELEM SCHOOL,PR  ,0.98,
rec-000053-dup-0,Henry,Adams,,,Bhutanese,,high_school,40781.241,BRISTOL MALL,AL  ,0.58,
rec-000054-dup-0,William,,718-68-7648,,Indonesian,38,masters,71432.071,,TX  ,0.92,
rec-000055-dup-0,Teresa,Looney,,female,,,degree,70009.222,BROWN,PA  ,0.51,
rec-000056-dup-0,Eugene,,812-25-9530,male ,British ,58,professional,,CAJUN ELECT,,0.95,
rec-000057-dup-0,John,Scott,,male ,,28,bachelors,,CALDER WEST,NJ  ,0.87,
rec-000058-dup-0,Mary,Tierney,093-72-6330,,Burmese ,48,bachelors,77366.642,,,1,
rec-000059-dup-0,Brent,Stinson,625-34-7304,,Chinese ,,high_school,36822.317,CENTRAL STORE,,0.59,
rec-000060-dup-0,Eric,,192-93-3982,male ,Bhutanese,30,bachelors,86300.357,,,0.84,
rec-000061-dup-0,,,,male ,Dominican,35,high_school,37960.222,CHRISTIAN HILL COMMONS,VA  ,0.5,
rec-000062-dup-0,Fred,,165-53-7830,male ,,23,high_school,,CITY CLERK,ND  ,0.66,
rec-000063-dup-0,,Stockdale,565-06-1088,male ,,51,degree,70522.865,CLUNE & WHITE,,0.58,
rec-000064-dup-0,Blaine,,218-41-2998,,Guinean,54,degree,,COLONIAL MALL,NC  ,0.7,
rec-000065-dup-0,Linda,Brown,204-67-6921,,Mayotte,57,bachelors,,,VA  ,0.77,
rec-000066-dup-0,Francis,Rice,,male ,Belizian,,degree,,COOPER CROSSING,PR  ,0.84,
rec-000067-dup-0,Kathy,,,female,,55,high_school,53984.896,DR BALDING,NJ  ,0.7,
rec-000068-dup-0,,Moore,124-49-5649,female,,,high_school,44076.326,DR MEANS,FL  ,0.74,
rec-000069-dup-0,Beatrice,Henderson,087-87-1061,,Maltese,,,72770.305,ELEMENTARY SCHOOL,TX  ,0.82,
rec-000070-dup-0,Madeline,Romriell,419-87-3504,female,,61,,,FIRST BAPT YOUTH CHURCH,AZ  ,0.04,
rec-000071-dup-0,Victoria,Smith,842-58-3583,,,89,masters,69995.105,,NV  ,0.83,
rec-000072-dup-0,Jan,Moore,,female,Vanuatuan,,bachelors,,H KATZ,CA  ,0.56,
rec-000073-dup-0,Richard,Hennessy,252-26-7823,,Hungarian,,high_school,40989.192,,FL  ,0.018525319,
rec-000074-dup-0,Julia,,809-79-8711,female,Belizian,80,,,HIBDON PODSADECKI,AL  ,0.8,
rec-000075-dup-0,Tana,,937-02-3913,female,Samoan ,,high_school,,ACE HARDWARE,NY  ,0.57,
rec-000076-dup-0,Justine,Ferguson,295-80-0280,female,Sammarinese,37,,,,CT  ,0.5,
rec-000077-dup-0,Imogene,Barnes,468-77-0895,,Samoan ,,degree,,ALLEN HOUSING,UT  ,0.63,
rec-000078-dup-0,,Smith,599-83-7432,female,Belizian,32,high_school,,BLUFFDALE CITY,,0.98,
rec-000079-dup-0,Basil,Mcelroy,851-46-4461,,Bermudian,,,64148.384,BLUM AND BLUM PA,AL  ,1,
rec-000080-dup-0,Rosemary,,403-10-7455,female,Lebanese,,bachelors,70375.185,,NJ  ,0.61,
rec-000081-dup-0,,Germain,342-24-9890,male ,Sammarinese,,high_school,,CARPENTER VILLAGE,VA  ,0.08,
rec-000082-dup-0,Brenda,,145-12-0548,female,Dominican,89,,,CHRISTIAN HILL COMMONS,NY  ,0.03,
rec-000083-dup-0,Shannon,Regalado,141-78-9854,female,Mozambican,,,99501.563,COMMERCIAL INDEX BUREAU,,0.65,
rec-000084-dup-0,Dora,Buchanan,,female,Indian,,high_school,48023.312,,NY  ,0.51,
rec-000085-dup-0,Wanda,,005-45-9519,female,,32,doctoral,79690.039,COUNTRY EST MHP,,0.94,
rec-000086-dup-0,Floyd,Parker,159-78-6596,,Irish,,,38878.946,COUNTRY MANOR APT,RI  ,0.84,
rec-000087-dup-0,Shirley,Costigan,666-36-3346,female,,,high_school,51180.752,,ND  ,0.8,
rec-000088-dup-0,Crystal,Cadet,841-11-8161,female,Botswanan,43,high_school,,,,0.61,
rec-000089-dup-0,,Meeks,689-42-7309,male ,Tanzanian,28,,,EOLA ROAD LIBRARY,FL  ,0.76,
rec-000090-dup-0,Margret,Hall,211-66-8821,female,Brazilian,45,,,,GA  ,0.96,
rec-000091-dup-0,Wendy,Davis,285-43-1794,female,Canadian,56,,58332.492,,,0.06,
rec-000092-dup-0,Bernice,Fitzpatrick,,female,Barbadian,45,,47740.305,FIRST & SAINT STEPHENS,,0.7,
rec-000093-dup-0,Lisa,Sanchez,,female,,51,bachelors,,FIRST FIDELITY,CO  ,0.67,
rec-000094-dup-0,Irma,Schindler,926-64-3972,female,Liechtensteiner,90,,100972.974,,,0.61,
rec-000095-dup-0,Donna,,591-60-4888,female,,81,degree,81195.899,,WV  ,0.65,
rec-000096-dup-0,,Walton,,male ,Danish,90,degree,,GENESEE GARDENS,AL  ,0.03,
rec-000097-dup-0,Elisa,Barry,762-30-5540,,American,,,44030.928,H AND H OFFICE ENVIRONMENTS,VA  ,0.67,
rec-000098-dup-0,,Curnutt,906-21-8877,male ,Macedonian,41,high_school,,HATCH & ASSOCIATES,,0.69,
rec-000099-dup-0,Curtis,Garza,,male ,,45,degree,67225.246,,PR  ,0.62,
rec-000100-dup-0,Joseph,Steinberg,,,Malawian,,high_school,46410.039,HATCH & KIRK,CT  ,0.71,
rec-000101-dup-0,,Keller,102-57-7333,female,Malaysian,85,degree,,HATCH ENGINE SERV,,0.66,
rec-000102-dup-0,Alexander,,419-63-5730,male ,,38,bachelors,84789.856,HAYES & BURI INC,,0.96,
rec-000103-dup-0,Brandon,King,977-33-1311,male ,Samoan ,,degree,71010.947,,,0.89,
rec-000104-dup-0,Laura,Pak,217-67-5976,female,Serbian,38,,,,IL  ,0.69,
rec-000105-dup-0,Derrick,Greenwood,,male ,Seychellois ,23,high_school,,,NY  ,0.09,
rec-000106-dup-0,,,719-82-9691,,Solomon Islander,18,doctoral,84134.604,HELEN BALLER SCHOOL,TX  ,0.87,
rec-000107-dup-0,Minnie,Verret,,,Tuvaluan,58,high_school,,HENRY REALTY,TX  ,0.1,
rec-000108-dup-0,Joshua,Sander,023-79-8603,,,28,high_school,,HIGH ACRES TRAILER PARK,AL  ,0.97,
rec-000109-dup-0,,,724-67-8013,female,Ethiopian,32,high_school,41863.018,HILLSIDE TERRACE APTS,,0.74,
rec-000110-dup-0,Antonia,,844-89-9607,,French,62,,67380.364,HILLTOP TRAILER CT,KS  ,0.98,
rec-000111-dup-0,,Andrews,212-48-6621,female,Kyrgyzstani,30,professional,,,FL  ,0.63,
rec-000112-dup-0,,,873-12-3618,female,Marshallese ,82,degree,,ABC MAILBOXES,IL  ,0.83,
rec-000113-dup-0,Eddie,,220-76-0630,male ,Mayotte,55,,48583.174,ABERCROMBIE FITCH,,0.6,
rec-000114-dup-0,Thomas,Myers,134-62-1777,male ,,,,68940.811,ABERDEEN APT,IL  ,0.6,
rec-000115-dup-0,,Olivo,,,Micronesian,30,bachelors,90502.98,ABERDEEN HOUSE,IL  ,0.87,
rec-000116-dup-0,Jose,Turner,,male ,Sudanese,,doctoral,84649.616,ACTON CITY HALL,,0.98,
rec-000117-dup-0,Dorothy,Delavega,,female,Turkish,,high_school,53909.015,,TN  ,0.95,
rec-000118-dup-0,Tony,Williamson,815-23-6166,,Egyptian,20,masters,,,NY  ,0.51,
rec-000119-dup-0,Joel,Sims,,male ,,,high_school,43534.586,AMERICAN FAMILY INS,AL  ,0.57,
rec-000120-dup-0,Allie,Joiner,,,Icelandic,85,high_school,42928.818,AMERICAN FOOD VENDING,,0.52,
rec-000121-dup-0,,Grifemalefemalein,203-93-8275,male ,Indian,48,degree,77061.923,,,0.97,
rec-000122-dup-0,Justin,Spillman,278-77-9733,male ,Latvian,,bachelors,79833.372,,,0.94,
rec-000123-dup-0,,,120-34-2222,male ,,34,high_school,46806.26,AMERICAN SEAFOODS COMPANY,ND  ,0.85,
rec-000124-dup-0,Benjamin,,,male ,Nigerian,81,high_school,,AMKOR ELECTRONICS,KS  ,0.69,
rec-000125-dup-0,,Thompson,349-88-5608,,Cook Islander,50,degree,63026.807,APTS BLDG 2,,0.76,
rec-000126-dup-0,,Ortiz,124-83-5020,female,,20,high_school,,ATRIUM AT GREENSPRING,MO  ,0.81,
rec-000127-dup-0,Dana,Garcia,504-59-6286,female,,76,high_school,36578.587,,,0.73,
rec-000128-dup-0,,,,male ,Nigerian,80,masters,95362.308,B & P ALLOYS,KY  ,0.85,
rec-000129-dup-0,Lynn,Hoagland,164-89-1135,female,,44,,85404.134,BARCLAY EAST,,0.92,
rec-000130-dup-0,Theodore,,360-21-9840,male ,Ecuadorean,25,,101904.185,BARNES TRAILER PARK,,0.9,
rec-000131-dup-0,Charles,Soto,267-82-3791,male ,Luxembourger,,bachelors,88358.426,,,0.98,
rec-000132-dup-0,,Turney,,female,Turkoman,,degree,54791.532,BELK,IL  ,0.87,
rec-000133-dup-0,Lori,Gonzales,,female,Aruban,45,high_school,,BEPLAT,,0.72,
rec-000134-dup-0,,Aguirre,,female,Guamanian,68,high_school,50350.262,,TN  ,0.78,
rec-000135-dup-0,Bonnie,Wren,104-35-8628,,Guatemalan,54,degree,,BEVERLY SUNSET MEDICAL,,0.77,
rec-000136-dup-0,Jose,Baehr,045-44-5105,,Namibian,,bachelors,,BIOGEN,NH  ,0.54,
rec-000137-dup-0,Michele,Michalski,895-12-8758,female,New Zealander,68,,,,KY  ,0.93,
rec-000138-dup-0,,Taylor,367-55-4911,female,Sao Tomean,,degree,,BLACK ANGUS MEAT,AL  ,0.08,
rec-000139-dup-0,,Prado,334-79-4589,male ,Angolan,,doctoral,,BLUE LAGOON VILLA,ND  ,0.07,
rec-000140-dup-0,,Stephenson,850-37-2227,,Mozambican,,doctoral,99277.8,BOYD ST APTS,AL  ,0.52,
rec-000141-dup-0,Maureen,Gebhard,586-55-2306,female,Palauan,61,,,,AL  ,0.53,
rec-000142-dup-0,,Reed,,male ,Peruvian,75,high_school,48931.338,BRANDFAS TRAILER CT,,0.08,
rec-000143-dup-0,Michael,Thomas,,male ,,,masters,79266.154,BRANDYWINE APTS,KY  ,0.58,
rec-000144-dup-0,,Flynn,014-56-7090,female,,20,high_school,41469.91,,KY  ,0.93,
rec-000145-dup-0,Dorothy,Ryan,,female,Sudanese,,high_school,53312.757,,NJ  ,0.78,
rec-000146-dup-0,Neal,Baker,,,Surinamese,,high_school,45867.153,BRENTWOOD VILLAGE,OH  ,0.09,
rec-000147-dup-0,Travis,,208-03-9228,male ,Syrian,,degree,,BREVARD COMM COLLEGE,OH  ,0.99,
rec-000148-dup-0,,Erwin,,male ,Togolese,,high_school,52895.515,BRIAN COURT,AL  ,0.07,
rec-000149-dup-0,,Prunty,121-14-4683,male ,Trinidadian,85,high_school,,BRIAN WALLACH AGENCY,,0.6,
rec-000150-dup-0,James,,332-27-9746,male ,Zimbabwean,72,,109476.789,BRIDGER ELEM SCHOOL,,0.86,
rec-000151-dup-0,,Bingham,276-03-6311,female,Bahamian,41,,,BRIGHTON GARDENS BY MARRIOTT,DC  ,0.62,
rec-000152-dup-0,Kevin,,422-44-7395,,Ethiopian,37,degree,81464.499,,AL  ,0.06,
rec-000153-dup-0,Mary,Mazzeo,693-07-0984,,,32,high_school,40010.75,,PA  ,0.5,
rec-000154-dup-0,Idell,Wofemalefemaleord,341-96-9614,female,Mayotte,,degree,,BROWNING PLAZA,,0.76,
rec-000155-dup-0,Michael,Lipscomb,,male ,Uzbek,23,,64768.855,BUTLER BORO,,0.79,
rec-000156-dup-0,Erica,Moore,084-69-8868,female,,,,50116.227,BUTTONWOOD COURT,TX  ,0.09,
rec-000157-dup-0,,,,female,Barbadian,61,high_school,46381.006,C & P TELEPHONE BLDG,NY  ,0.08,
rec-000158-dup-0,Peter,Everette,947-76-4897,male ,,,degree,,CARLSONS SPORT,WA  ,0.87,
rec-000159-dup-0,,Thomas,889-34-9847,,Tunisian,49,,53077.599,CASA BARRANQUITAS,NJ  ,0.002016587,
rec-000160-dup-0,,,,female,Czech,87,high_school,45799.635,CENTER FOR STUDENT LIFE,IL  ,0.5,
rec-000161-dup-0,Thomas,Humphreys,,male ,Mosotho ,,,43860.431,CENTURY/PARK,MO  ,0.64,
rec-000162-dup-0,Aretha,,597-18-0479,female,,87,,58236.644,CHATEAU CHERRY HILL,TX  ,0.82,
rec-000163-dup-0,Mary,Haack,182-84-3144,female,,,,38556.795,CHERRY CORNER,NJ  ,0.07,
rec-000164-dup-0,Chester,Farrow,615-37-2867,male ,,39,degree,,,MO  ,0.78,
rec-000165-dup-0,Mary,,,female,Bulgarian,60,high_school,36322.958,,PA  ,0.91,
rec-000166-dup-0,Kristen,Simpson,373-75-1355,female,Congolese,,,53397.815,CHOCOLATE WORKS APTS OFFICE,,0.59,
rec-000167-dup-0,Brett,Mendez,226-20-0404,male ,,72,,,CHOO CHOO TRLR PK,FL  ,0.96,
rec-000168-dup-0,Phillip,,,male ,Danish,33,degree,67241.488,,OR  ,0.68,
rec-000169-dup-0,Franklin,Gregory,795-87-6500,,Estonian,60,,83365.324,CHRYSLER CLEANERS,,0.000999877,
rec-000170-dup-0,Francisco,,682-04-4570,,Mozambican,39,bachelors,,CIVILIAN RECREATION SECTION,SD  ,0.67,
rec-000171-dup-0,Marie,Donmoyer,228-67-8859,female,Russian,,,77871.233,,AL  ,0.85,
rec-000172-dup-0,Ronald,James,517-18-3930,male ,,25,high_school,36595.967,,,0.77,
rec-000173-dup-0,Frank,,,male ,Slovenian,,degree,67415.879,CLERK,AL  ,0.94,
rec-000174-dup-0,,,227-39-0881,female,Thai,73,high_school,43272.082,,WY  ,0.58,
rec-000175-dup-0,Denis,Peachey,317-41-5936,,,28,bachelors,,CO RI BUILDING,PA  ,0.64,
rec-000176-dup-0,Kelly,Kelsey,,female,,74,high_school,40669.299,,WA  ,0.59,
rec-000177-dup-0,Pamela,Synder,359-82-1234,female,Costa Rican,,bachelors,,COLEY KUNZMAN YOSPIN,,1,
rec-000178-dup-0,,,841-39-3806,female,Danish,83,masters,,COLLECTOR OF REVENUE,CA  ,0.76,
rec-000179-dup-0,,,,male ,Italian,30,doctoral,94963.761,COLONIE CENTRAL SCHOOL,NY  ,0.98,
rec-000180-dup-0,Kelly,Campos,050-42-2764,,Laotian,49,bachelors,67035.841,,,0.62,
rec-000181-dup-0,,,465-43-5978,female,Liechtensteiner,60,bachelors,105506.472,COLUMBIAVILLE ELE SCHOOL,,0.64,
rec-000182-dup-0,,,689-40-5959,male ,Puerto Rican,,doctoral,97310.412,COMPUTER FORWARDING SYSTEM,AL  ,0.56,
rec-000183-dup-0,Donald,Miller,051-70-5037,,Vincentian,69,masters,86320.729,,,0.88,
rec-000184-dup-0,,Ruble,831-02-5992,male ,Beninese,75,,83788.291,COOPER LYBRAND CPA,,0.63,
rec-000185-dup-0,Stephen,Snider,836-33-5394,male ,,95,,96694.329,,AL  ,0.05,
rec-000186-dup-0,Brady,,375-89-4206,male ,Cameroonian,75,bachelors,,,RI  ,0.67,
rec-000187-dup-0,,Thompson,187-35-9596,,Greenlander ,44,doctoral,,COUNTRY CLUB,MA  ,0.64,
rec-000188-dup-0,Amanda,Cleghorn,626-79-2842,,Guadeloupian,60,,67445.548,COUNTRY CLUB APTS,,0.53,
rec-000189-dup-0,,Cahill,481-87-5474,,,61,degree,69129.886,COUNTY  STORE,NJ  ,0.74,
rec-000190-dup-0,,Jones,168-35-3707,,Mauritian,75,bachelors,90619.671,COUNTY JAIL #2,,0.71,
rec-000191-dup-0,Brad,,037-73-8119,male ,Nicaraguan,51,degree,,COURT CLERK,,0.85,
rec-000192-dup-0,Christian,Croce,,male ,Omani,54,,,COURTHOUSE,AL  ,0.06,
rec-000193-dup-0,,Ambrose,,female,Central Afemalerican,67,high_school,48539.954,,AL  ,0.52,
rec-000194-dup-0,Donna,Turner,333-49-0208,female,Congolese,58,,,,TX  ,0.81,
rec-000195-dup-0,,,860-77-5405,male ,Danish,75,bachelors,,DAVIS COUNTY JAIL,AL  ,0.6,
rec-000196-dup-0,Yvonne,,804-67-9089,,Dominican,32,bachelors,88619.452,,PA  ,0.7,
rec-000197-dup-0,Esther,Hines,098-68-0637,,Georgian,,high_school,37843.882,DE LORENZO,,0.88,
rec-000198-dup-0,,Pena,756-23-1186,,Micronesian,52,masters,72474.03,DELINQUENCY CONTROL,,0.87,
rec-000199-dup-0,Walter,Collins,,male ,,47,,47013.879,DISTRIBUTION SPECIALIST,AL  ,0.04,
rec-000200-dup-0,,Kendall,993-37-1047,male ,,67,bachelors,104233.712,DIV OF WATERS,,0.09,
rec-000201-dup-0,Timothy,,666-39-7027,male ,Samoan ,73,high_school,,,SC  ,0.87,
rec-000202-dup-0,Joseph,Lee,,male ,Togolese,51,high_school,,,AL  ,0.83,
rec-000203-dup-0,Maureen,Brewer,908-68-1669,,American,75,high_school,43359.428,,,0.63,
rec-000204-dup-0,George,Cunningham,,,Caymanian,74,degree,,DR BARABAN,AL  ,0.72,
rec-000205-dup-0,Edwin,,318-41-3008,male ,Hungarian,28,,72021.471,DR FERNANDO & MISERDINO,,0.71,
rec-000206-dup-0,Milton,Otis,136-82-9599,male ,,85,high_school,,,MI  ,0.73,
rec-000207-dup-0,Bobbie,Vines,,female,,52,doctoral,87327.447,DR JULIE S LEE,,0.06,
rec-000208-dup-0,,Rush,011-30-6432,female,Niuean,71,bachelors,,DR PARK,,0.62,
rec-000209-dup-0,Denise,,495-89-1925,,US,73,doctoral,97058.564,DR PETERSON,,0.54,
rec-000210-dup-0,Edward,,160-26-7272,male ,Omani,64,doctoral,,DR PITTS,,0.74,
rec-000211-dup-0,Kathy,Benjamin,,,Serbian,,bachelors,59978.013,DR THOMAN,ME  ,0.004015576,
rec-000212-dup-0,,,508-64-7941,,Tajik,37,bachelors,62017.156,DRAKE HOSPITAL,GA  ,0.87,
rec-000213-dup-0,Matt,Rountree,,,,23,degree,74269.243,ELKS,NJ  ,0.93,
rec-000214-dup-0,Orlando,Wallace,966-28-0624,,Niuean,,high_school,40293.482,ELM ST APTS,,0.56,
rec-000215-dup-0,,,350-57-9904,female,Paraguayan,94,degree,75988.053,,IL  ,0.95,
rec-000216-dup-0,Loren,,081-10-2129,male ,Samoan ,22,,39770.86,EMPIRE CORP,,0.81,
rec-000217-dup-0,Thomas,Letchworth,,male ,,55,,38985.701,ESQUIRE APTS,AL  ,0.9,
rec-000218-dup-0,,,,male ,Andorran,42,degree,69369.829,ETHAN ALLEN SCHOOL,NV  ,0.54,
rec-000219-dup-0,Nell,Beck,,,Armenian,,high_school,45076.714,EUREKA MALL,KY  ,0.93,
rec-000220-dup-0,Syble,Campbell,291-22-1789,,Austrian,,high_school,49264.407,EVANS & WHITES,,0.54,
rec-000221-dup-0,,Loya,217-30-9582,male ,,22,high_school,,EVANS TRI FAN,KY  ,0.51,
rec-000222-dup-0,Albert,,842-31-8846,male ,Burkinese,20,high_school,,,SC  ,0.77,
rec-000223-dup-0,Elsa,Mason,,female,Chadian,57,high_school,53471.532,,,0.63,
rec-000224-dup-0,Wendy,,284-53-2757,female,Chilean,72,bachelors,76975.402,,,0.96,
rec-000225-dup-0,,Moore,392-77-2576,male ,,61,high_school,48094.099,,AL  ,0.84,
rec-000226-dup-0,Josephine,,591-25-7899,female,Jordanian,36,degree,67505.734,,,0.09,
rec-000227-dup-0,Brenda,Clark,,female,Macedonian,86,,68175.587,,AL  ,0.51,
rec-000228-dup-0,Ronald,Weber,154-09-8873,male ,Malaysian,68,,81932.841,,,0.1,
rec-000229-dup-0,,Snell,,,South Afemalerican,71,high_school,47560.201,FELIX CONST,TX  ,0.98,
rec-000230-dup-0,Louise,Yee,352-97-3251,,,38,high_school,55119.662,,TX  ,0.78,
rec-000231-dup-0,Eugene,Mcmaster,829-99-1470,male ,Kittitian,,professional,95456.83,,,0.7,
rec-000232-dup-0,Eric,Thom,522-64-3445,male ,,,high_school,38115.21,,OK  ,0.61,
rec-000233-dup-0,,,965-45-7426,male ,Sri Lankan,,high_school,48672.597,GADSDEN TRLR PARK,VT  ,0.06,
rec-000234-dup-0,Martin,Sullivan,,male ,,19,high_school,,GEORGIA APT,ND  ,0.65,
rec-000235-dup-0,,Metcalfemale,,,Grenadian,26,high_school,41500.427,GERMAIN MEDICAL CENTER,PR  ,0.7,
rec-000236-dup-0,,Lindley,723-65-1239,male ,,82,,66393.528,GLASS & ANDERSON,AL  ,0.53,
rec-000237-dup-0,Sandra,Johnson,,female,,,high_school,53092.808,GOLDENWOODS PLZ,MA  ,0.09,
rec-000238-dup-0,Peter,Lawrence,446-57-5347,male ,Swazi,,,,GUENTHER,NJ  ,0.08,
rec-000239-dup-0,Angela,,,female,Burkinese,,high_school,44460.314,HAMMONTON MEDICAL CTR,NJ  ,0.08,
rec-000240-dup-0,William,Ortega,650-02-4558,,Djiboutian,64,,105170.695,HARBOUR HOUSE OFFICE,,0.76,
rec-000241-dup-0,Delia,,324-47-1793,female,,30,masters,116941.003,,NJ  ,0.66,
rec-000242-dup-0,Rodney,Lloyd,960-67-0752,,Indonesian,65,bachelors,,,PR  ,0.74,
rec-000243-dup-0,Marjory,Robinson,331-24-0114,,Italian,,,55942.877,HARTFORD COUNTY BAR ASSOCIATION,MS  ,0.53,
rec-000244-dup-0,,,545-04-9976,male ,Moldovan,35,degree,76056.812,HAYES & BOONE,,0.83,
rec-000245-dup-0,Rachel,,476-98-9972,female,Saudi Arabian,45,degree,,,AL  ,0.04,
rec-000246-dup-0,Minnie,,887-20-7734,,Kiribati ,,bachelors,65679.837,HOLIDAY PARK,AL  ,0.54,
