Brnih,migtzzatrick,Bernice,Fitzpatrick,0.7,
riac,uSanche,Lisa,Sanchez,0.67,
szma,ehinlder,Irma,Schindler,0.61,
oDnu,Grfemaefemaletihs,Donna,Grifemalefemaleiths,0.65,
Doags,altow,Douglas,Walton,0.03,
lEsi,frtry,Elisa,Barry,0.67,
leasus,Cunrtit,Jesus,Curnutt,0.69,
Cwzrtisw,dra,Curtis,Garza,0.62,
Jsohp,Stkeinuegg,Joseph,Steinberg,0.71,
Ecrlgn,Kelle,Evelyn,Keller,0.66,
mAleaxdner,Dnials,Alexander,Daniels,0.96,
Bkndn,singz,Brandon,King,0.89,
Lar,uPkka,Laura,Pak,0.69,
eDrrca,Gheenwcodo,Derrick,Greenwood,0.09,
Trxjm,Paueomr,Troy,Palmer,0.87,
winne,Verreort,Minnie,Verret,0.1,
Joshsauk,fanme,Joshua,Sander,0.97,
Svelloey,twaumer,Shelley,Hamer,0.74,
Aknnia,Rsoemond,Antonia,Rosemond,0.98,
cJennnifxmaleer,Ahdres,Jennifemaleer,Andrews,0.63,
quth,pMcry,Ruth,Mccray,0.83,
dEiev,Gne,Eddie,Gage,0.6,
Tonhas,gMyesq,Thomas,Myers,0.6,
Rchar,lhivo,Richard,Olivo,0.87,
es,irbner,Jose,Turner,0.98,
oxothy,Dleaaega,Dorothy,Delavega,0.95,
oT,Wilamsonv,Tony,Williamson,0.51,
wJoy,mSisk,Joel,Sims,0.57,
Arlllieq,Joeqinr,Allie,Joiner,0.52,
iMchae,Grmfemalefmealen,Michael,Grifemalefemalein,0.97,
Justik,wqpillman,Justin,Spillman,0.94,
tchae,Padillqy,Michael,Padilla,0.85,
Benpcjmin,Smanie,Benjamin,Samaniego,0.69,
Nlsp,Thomlsyn,Nelson,Thompson,0.76,
Sasqdar,dtfz,Sandra,Ortiz,0.81,
pDara,aGrcyi,Dana,Garcia,0.73,
hChrsi,Llhellyn,Chris,Llewellyn,0.85,
ynsj,Hoaglbntd,Lynn,Hoagland,0.92,
Theodotke,kihaddock,Theodore,Paddock,0.9,
charlews,oyo,Charles,Soto,0.98,
Maryart,Tuarnryd,Margaret,Turney,0.87,
Losr,Gonzlks,Lori,Gonzales,0.72,
brudenwsce,mgrirre,Prudence,Aguirre,0.78,
onviek,ivxren,Bonnie,Wren,0.77,
iwole,Bohur,Jose,Baehr,0.54,
prMichele,xMrchalskii,Michele,Michalski,0.93,
Meiue,Talyr,Marie,Taylor,0.08,
Kdrin,Pdo,Kevin,Prado,0.07,
Chasiie,tpehensn,Charlie,Stephenson,0.52,
aurveen,Gebaomd,Maureen,Gebhard,0.53,
Kenntph,bRved,Kenneth,Reed,0.08,
ihel,Tswmvs,Michael,Thomas,0.58,
Juaa,pFelnyn,Juana,Flynn,0.93,
orohy,ypaRn,Dorothy,Ryan,0.78,
Nlaz,Bhxkaer,Neal,Baker,0.09,
rTasi,Pickgrig,Travis,Pickering,0.99,
Jzroradn,Erwan,Jordan,Erwin,0.07,
Wdililav,Punyth,William,Prunty,0.6,
aies,Jonse,James,Jones,0.86,
Brnteta,Biggnham,Bernetta,Bingham,0.62,
Kbvjin,Bvokon,Kevin,Bacon,0.06,
far,qzzo,Mary,Mazzeo,0.5,
Ixldel,Wagfmalefemaleord,Idell,Wofemalefemaleord,0.76,
Miicheql,Lipscmb,Michael,Lipscomb,0.79,
nirc,Moob,Erica,Moore,0.09,
yuu,eKluy,Sue,Kelley,0.08,
Pgeto,Eveeitew,Peter,Everette,0.87,
tAtnela,Tmhais,Angela,Thomas,0.002016587,
oabrcara,Casiklol,Barbara,Castillo,0.5,
Thoaa,Hjumphrysu,Thomas,Humphreys,0.64,
redhaf,Ewtrds,Aretha,Edwards,0.82,
Mbajrmy,adaco,Mary,Haack,0.07,
Chteterm,raurow,Chester,Farrow,0.78,
aMry,Sipko,Mary,Simpson,0.91,
Krirrenp,Smmpsn,Kristen,Simpson,0.59,
rBrtett,Mqnedfz,Brett,Mendez,0.96,
hPhhillpi,Tuerqr,Phillip,Turner,0.68,
Fanknli,Gergoy,Franklin,Gregory,0.000999877,
sranoisfo,Wlisoy,Francisco,Wilson,0.67,
Maev,Donoyefbr,Marie,Donmoyer,0.85,
lonled,makmes,Ronald,James,0.77,
Franmr,bRomeon,Frank,Romero,0.94,
Rosfuaga,antSee,Rosaura,Santee,0.58,
eDhis,Psaceay,Denis,Peachey,0.64,
exy,lKsey,Kelly,Kelsey,0.59,
Pamelna,ryndcec,Pamela,Synder,1,
oStcy,sorradn,Stacey,Jordan,0.76,
iMchuel,Baopliy,Michael,Baily,0.98,
tly,Cpmobs,Kelly,Campos,0.62,
Ttuelmja,brAose,Thelma,Ambrose,0.64,
Jmmn,Tperl,John,Tipler,0.56,
oDnd,Mialler,Donald,Miller,0.88,
seh,nRubmsle,Joseph,Ruble,0.63,
Spren,nSigdr,Stephen,Snider,0.05,
hrdyd,jair,Brady,Napier,0.67,
nGkry,hompscnt,Gary,Thompson,0.64,
pAapnda,Crelghor,Amanda,Cleghorn,0.53,
Bxrucvw,Caihlhl,Bruce,Cahill,0.74,
Jjludi,Joges,Judi,Jones,0.71,
Bhird,Lawrnkece,Brad,Lawrence,0.85,
Chrisitwn,Cryoedc,Christian,Croce,0.06,
Mrtmua,mAbros,Martha,Ambrose,0.52,
Dgnj,xTnunrer,Donna,Turner,0.81,
pdon,Liwy,Ramon,Lewis,0.6,
onxne,nejs,Yvonne,Jones,0.7,
ssEjher,Hneo,Esther,Hines,0.88,
Consntceg,rPnlea,Constance,Pena,0.87,
Wlleta,Codlinls,Walter,Collins,0.04,
dArtohru,Kenmdall,Arthur,Kendall,0.09,
qTimlthhy,Teleltoh,Timothy,Tello,0.87,
Joxsp,Levee,Joseph,Lee,0.83,
Myrueen,Bewru,Maureen,Brewer,0.63,
ioerg,Cunngnam,George,Cunningham,0.72,
Enwn,Jhnjnon,Edwin,Johnson,0.71,
siMlotn,js,Milton,Otis,0.73,
boie,Viesnu,Bobbie,Vines,0.06,
Jessag,sh,Jessica,Rush,0.62,
eDse,wBrn,Denise,Brown,0.54,
Ewdsbard,wurndre,Edward,Turner,0.74,
ykath,jeenjamun,Kathy,Benjamin,0.004015576,
Papl,Lfmealelur,Paul,Lafemaleleur,0.87,
artr,pouzptree,Matt,Rountree,0.93,
Orlanccdo,badace,Orlando,Wallace,0.56,
Eliazhebth,Okeejimalze,Elizabeth,Okeefemalee,0.95,
oLrwn,ukasders,Loren,Sanders,0.81,
Thoa,Lecihworht,Thomas,Letchworth,0.9,
Cqi,Riisnlge,Cecil,Risinger,0.54,
eNlk,zezck,Nell,Beck,0.93,
Seye,Coaomppell,Syble,Campbell,0.54,
Rcpb,L,Rich,Loya,0.51,
lAbtr,Racrd,Albert,Richard,0.77,
tElassa,Mawgp,Elsa,Mason,0.63,
Wen,Thiboyuxax,Wendy,Thibodaux,0.96,
Exwzrd,Mro,Edward,Moore,0.84,
Jsophind,Maaterly,Josephine,Matherly,0.09,
Buenfl,rak,Brenda,Clark,0.51,
Rnolod,Wbewr,Ronald,Weber,0.1,
Rmkrp,sSnerrll,Ramiro,Snell,0.98,
Louierf,iuee,Louise,Yee,0.78,
Eenk,Mcmrtr,Eugene,Mcmaster,0.7,
Eiik,Temo,Eric,Thom,0.61,
Kmniyth,Phclpxlips,Kenneth,Phillips,0.06,
Mratnc,uSbullibvan,Martin,Sullivan,0.65,
oRunix,Metcagfemcmale,Ronnie,Metcalfemale,0.7,
Danxieq,Lniolep,Daniel,Lindley,0.53,
nandrn,Johnolon,Sandra,Johnson,0.09,
Ptee,dLawene,Peter,Lawrence,0.08,
Angeta,wttrell,Angela,Kittrell,0.08,
Wianlikm,vrtcga,William,Ortega,0.76,
eimla,Wstmna,Delia,Wortman,0.66,
hdoney,Loldj,Rodney,Lloyd,0.74,
Maegorl,Robison,Marjory,Robinson,0.53,
Heycr,nvRwe,Henry,Rowe,0.83,
ubchelf,phezllea,Rachel,Shelley,0.04,
qMinne,hlMils,Minnie,Mills,0.54,
Lwaryrk,sDeqknis,Larry,Deskins,0.53,
Casikc,nNciholo,Carina,Nichols,0.95,
Eamam,Jakbos,Emma,Jacobs,0.63,
warianu,Vmalsentz,Marian,Valente,0.8,
aMir,ohmpsoun,Maria,Thompson,0.5,
Beredete,iaggral,Bernadette,Taggart,0.58,
auLr,Bsods,Laura,Bondi,0.63,
Riaymnbd,idi,Raymond,Reid,0.69,
Camrmolynm,Dhbdore,Carolyn,Deboer,0.07,
Juoesmph,Clakr,Joseph,Clark,0.66,
lGobr,Puafel,Glory,Patel,0.03,
tYvonn,nlnny,Yvonne,Kenny,0.63,
Kimblpy,Huan,Kimberly,Hahn,0.05,
Nathm,rSmitb,Nathan,Smith,0.84,
cHeather,erriatt,Heather,Merritt,0.57,
Ydett,ePas,Yvette,Pena,0.86,
xBezttvy,iiHebrt,Betty,Hiebert,0.86,
Dohidj,Imedl,David,Imler,0.7,
Eliazbemtjh,Braxtgohv,Elizabeth,Braxton,0.73,
rortis,Bakroa,Morris,Baker,0.53,
Ricxdar,Irqikng,Richard,Irving,0.04,
Tnpi,Mooeo,Tina,Moore,0.6,
Lnnj,Kin,Lonnie,Klein,0.69,
Rhehcca,Afocck,Rebecca,Adcock,0.74,
rismtie,Sgaen,Christie,Shea,0.72,
Vdaleri,Burnlsl,Valeria,Burns,0.88,
ilBily,ySpner,Billy,Spencer,0.92,
sJoephq,Czaxte,Joseph,Carter,0.56,
Ering,Howarzd,Erin,Howard,0.09,
kiloy,neas,Emily,Mesa,0.8,
Eshwteer,aoguhn,Esther,Vaughn,0.94,
dureny,oetazquekz,Audrey,Velazquez,0.88,
Gadblupve,Dowinv,Guadalupe,Dowling,0.74,
Jonhn,Hegrjandqz,John,Hernandez,0.55,
dre,Rxaanner,Fred,Ratner,0.89,
eus,dezasdey,Jesus,Beasley,0.71,
Kimnberdly,aDem,Kimberly,Dame,0.51,
oawnu,rifmalefemalen,Dawn,Grifemalefemalein,0.5,
Rlwh,eFkreira,Ralph,Ferreira,0.93,
paCtly,velns,Cathy,Wells,0.6,
Stephanxci,Maljitnez,Stephanie,Martinez,0.8,
Srgito,aPule,Sergio,Pauley,0.06,
gncie,oinso,Janice,Johnson,0.57,
mJse,Bkaezley,James,Beazley,0.08,
lirk,Smmh,Erik,Smith,0.81,
danhvleen,amuasr,Kathleen,Dumas,0.74,
hos,Adqm,Lois,Adams,0.51,
Nqabcy,oGvde,Nancy,Golden,0.1,
vchaelg,weLvif,Michael,Levin,0.74,
Johsbnr,Levchuga,John,Lechuga,0.89,
Elziebth,Wejr,Elizabeth,Werner,0.94,
Roaunl,Shth,Ronald,Smith,0.93,
rBrwda,tBaremaleild,Brad,Barfemaleield,0.07,
Jm,aYg,June,Yang,0.65,
stSeve,re,Steve,Gore,0.94,
Satyh,Tuhgmab,Sally,Thomas,0.81,
iMcae,oSmtuh,Michael,Smith,0.72,
ubhrsitine,Eickson,Christine,Erickson,0.1,
amCeroqn,yYbbrqa,Cameron,Ybarra,0.71,
afua,ihcolas,Laura,Nicholas,0.77,
Kbwmbercee,cMcrthyn,Kimberlee,Mccarthy,0.72,
Mziripa,wNokwood,Maria,Norwood,0.1,
ayomnwd,Kcihn,Raymond,King,0.52,
Roexrx,elBe,Robert,Beale,0.86,
shwey,pHernpnadez,Ashley,Hernandez,0.83,
Smkpen,Mcefmaleauddenk,Stephen,Mcfemaleadden,0.94,
Drelnep,Sbhaqlin,Darlene,Shanklin,0.09,
Frayncfse,aWnuls,Frances,Walls,0.93,
eet,Frides,Beth,Friddle,0.96,
Leoch,Marrsouni,Leola,Marroquin,0.95,
ileqrt,oCpeltndd,Gilbert,Copeland,0.010496992,
otq,geyonrs,Ross,Lyons,0.67,
amsc,nenlel,James,Fennell,0.68,
dWiile,Dyrh,Willie,Dyer,0.05,
rRihcahrd,oertfs,Richard,Roberts,0.99,
Rert,auez,Roberta,Vasquez,0.92,
hn,Rodruegz,John,Rodriguez,0.85,
aSnsva,Gornzalmuz,Sandra,Gonzalez,0.76,
Kavn,Sanhscaez,Karen,Sanchez,0.66,
Rrbedl,Ruswbeell,Robert,Russell,0.69,
Bertm,Cricthon,Brent,Crichton,0.89,
Carbloyn,Stax,Carolyn,Starks,0.54,
Atjrhr,eVlassuqez,Arthur,Velasquez,0.6,
Pqletew,ePnningqtgn,Peter,Pennington,0.96,
a,Sdekle,Mary,Shealey,0.91,
Gceohge,ase,George,Bess,0.51,
aJnetk,Bask,Janet,Baker,0.59,
Eslttlel,Wwdbefry,Estell,Woodberry,0.06,
Lslsie,Gnfzalse,Leslie,Gonzales,0.53,
Lorarzing,okob,Lorraine,Sokol,0.94,
imllie,Sapsnot,Willie,Sampson,0.79,
aEvfq,Mjcorpris,Eva,Morris,0.84,
azl,Hlwi,Carol,Hill,0.51,
okL,dec,Leo,Lee,0.88,
Eirc,uPillips,Eric,Phillips,0.65,
Dqnoa,Vauez,Donna,Vasquez,0.8,
Maktezw,dHidjlo,Matthew,Hidalgo,0.72,
pRundal,nlaley,Randall,Hanley,0.8,
Djnahvg,Delagurs,Dinah,Delagarza,0.76,
tamonf,Rbbnws,Ramon,Robbins,0.56,
Elibzaet,cwalderon,Elizabeth,Calderon,0.5,
Jatmtes,Shellebarger,James,Shellenbarger,0.85,
iMcrhae,iPcu,Michael,Picou,0.72,
wJody,Pweriz,Jody,Perez,0.7,
hikllim,sqilye,William,Bailey,0.77,
Lidre,Bruacm,Linda,Bruce,0.79,
Gogje,Wehgd,George,Weight,0.71,
Shxiey,xHosle,Shirley,Hosler,0.58,
vDavixd,Mlio,David,Molino,0.66,
gavyi,rrtcega,Mary,Ortega,0.85,
nSsa,Walrteys,Susan,Walters,0.83,
Jenqtte,Josnhsovn,Jeanette,Johnson,0.56,
Cdy,ibyller,Cindy,Miller,0.62,
aDnynt,Brares,Danny,Barnes,0.67,
Nrouf,tSeneson,Nora,Stevenson,0.64,
Kevif,jnavtides,Kevin,Benavides,0.09,
Eleinor,Mcy,Eleanor,Moody,0.6,
jeuben,amZsra,Ruben,Zamora,0.08,
Jeninefmlaeer,Shpedr,Jennifemaleer,Sheperd,1,
xiwce,eWbbh,Alice,Webb,0.87,
Ekmett,zuinmnb,Emmett,Quinn,0.85,
Ssdat,Mformna,Susan,Morman,0.82,
Adreiine,Apscsuleta,Adrienne,Archuleta,0.95,
Jrmsu,Pclney,James,Pankey,0.93,
Melfe,Phicjps,Merle,Phillips,0.73,
mrme,yuningwam,Carmen,Cunningham,0.07,
ocret,rebs,Robert,Drees,0.86,
Jaarex,ljEuliot,Jared,Elliot,0.63,
Tbfish,zpKellkey,Trish,Kelley,0.54,
olebrt,Woqiught,Albert,Wright,0.58,
ayyk,owRdriguea,Jack,Rodriguez,0.71,
Daw,aMrbrgez,Dawn,Marburger,0.76,
Pera,zJacwson,Peter,Jackson,0.84,
qmairf,ealcs,Claire,Gass,0.05,
olDnnza,Gucterrz,Donna,Guiterrez,0.85,
Saabf,oLewz,Sara,Lopez,0.66,
Jmae,Crfttende,James,Crittenden,0.5,
Lotna,Bradwruuy,Latonia,Bradbury,0.91,
Wislmno,Johmnqo,Wilson,Johnson,0.94,
grce,rRotk,Grace,Roth,1,
Thoa,lCrleyd,Thomas,Corley,0.96,
Mauqa,Rotussael,Mayra,Roussel,0.53,
vvid,Roidrguz,David,Rodriguez,0.63,
btabhy,myGaon,Kathy,Gano,0.77,
hBrenxma,Rocahrdson,Brenda,Richardson,0.91,
Mglvin,rCuvtchfemaleield,Melvin,Crutchfemaleield,0.81,
Tifemalefezmlaeany,voobk,Tifemalefemaleany,Cook,0.92,
Wlatr,Cru,Walter,Carr,0.58,
ogus,Mokrw,Louis,Morrow,0.73,
lMrya,Mcrdej,Mary,Mcardle,0.89,
Asbjfrt,Couwqigl,Albert,Council,0.68,
eJfemaleyfemazlerey,Calol,Jefemalefemalerey,Carroll,0.55,
Gen,Lafemalpeond,Gene,Lafemaleond,0.019425271,
Jluiaax,pw,Juliana,Lopp,0.52,
Rxp,zaris,Ruth,Harris,0.08,
Gnared,cShoengerge,Gerald,Schoenberger,0.75,
oJspe,cnonrer,Joseph,Oconner,0.83,
Wqllmam,omHd,William,Hood,0.98,
Jxustnb,usBhv,Justin,Bush,0.5,
Jennifemaheemr,oJoews,Jennifemaleer,Jones,0.08,
aene,hl,Jeanne,Ball,0.61,
peL,Rosa,Lupe,Roan,0.64,
locott,fnjamni,Scott,Benjamin,0.81,
Chiritsian,Nuevx,Christian,Nugent,0.99,
Knre,Saggt,Karen,Staggs,0.04,
anilele,rGzra,Danielle,Garza,0.68,
aanniel,Gereeg,Daniel,George,0.58,
Pamlb,Edarkfnshaw,Pamela,Earnshaw,0.61,
uJel,riowmn,Jules,Brown,0.78,
Nnac,nfReese,Nancy,Reese,0.79,
Bimrragit,Brhkre,Birgit,Baker,0.95,
Erizn,aCsh,Erin,Cash,0.007968309,
Jacqueiac,nSeenye,Jacqueline,Sweeney,0.96,
Tiomas,wAiyelelo,Thomas,Aiello,0.54,
oald,aGrv,Roland,Garza,0.83,
udhi,Nelrsne,Judith,Nelson,0.08,
alMkr,Mrcsbide,Mark,Mcbride,0.76,
Li,Okzwat,Linda,Oswalt,0.85,
Marcaa,Gtwzalse,Maria,Gonzales,0.95,
Vjaerei,sblainc,Valerie,Leblanc,0.73,
Mphael,Money,Michael,Moroney,0.72,
hiMcqael,Yqouns,Michael,Young,0.97,
Rojerbt,Ratlws,Robert,Rawls,0.77,
Tnevrm,rlion,Trevor,Allison,0.5,
Mjrshfall,talry,Marshall,Stark,0.69,
dravni,Jesm,Marvin,James,0.97,
Kkhyyn,yMrtes,Kathryn,Myers,0.94,
Robetk,wOtt,Robert,Ott,0.54,
mubenc,Rkoolpa,Ruben,Rudolph,0.5,
Thcerwsb,Cobs,Theresa,Cobbs,0.95,
Psttf,ck,Patty,Dick,0.57,
dr,Jesuksh,Cody,Jesus,0.91,
lye,nTsrapp,Clyde,Trapp,0.56,
Waen,Cyyy,Warren,Cary,0.78,
ue,ecwlebc,Lupe,Leclerc,0.81,
qHarry,Jucpkson,Harry,Jackson,0.88,
rEest,Aleaxnder,Ernest,Alexander,0.9,
Micae,Bwer,Michael,Baier,0.09,
aDrmn,qsa,Damon,Tsao,0.58,
rru,vijcel,Mary,Nickel,0.1,
Kzryxa,cpmpe,Kayla,Hoppe,0.6,
tCyh,Willxvms,Cathy,Williams,0.68,
micosael,Wlypi,Michael,Wylie,0.65,
elystal,ogMod,Krystal,Moody,0.51,
Rayxmnbd,Syoi,Raymond,Sykes,1,
Jsuo,Dawjrso,Jason,Dawson,0.64,
Wflicm,jMaitnez,William,Martinez,0.52,
Slvodr,oney,Salvador,Donley,0.98,
Jatfmesm,Grsn,James,Green,0.08,
Hbtntiette,aWfcman,Henriette,Watchman,0.62,
pShayon,Swigauxp,Sharon,Swigart,0.79,
Baniew,mern,Bonnie,Kerns,0.74,
Coleltet,Shovrtf,Collette,Short,0.09,
Tohs,Crmaocer,Thomas,Cramer,0.8,
Robet,Dnlma,Robert,Dulac,0.98,
zPhili,gurley,Phillip,Hurley,0.71,
Diaenl,Cqarigan,Daniel,Carrigan,0.08,
eBjnard,Sepwe,Bernard,Speece,0.08,
Joaauv,Tert,Joan,Treat,0.84,
vao,Sepnr,Dave,Spencer,0.96,
gSay,Shiey,Sandy,Shirey,0.86,
yThreas,Turnapzw,Theresa,Turnage,0.53,
Padela,hcan,Pamela,Schank,0.52,
eRgeinva,Heeocr,Regina,Hector,0.77,
Wiljplia,sougg,William,Young,0.79,
heSryq,arneetvt,Sheryl,Barnett,0.52,
velndd,Matvn,Glenda,Martin,0.52,
Dakmd,lAslez,David,Allen,0.51,
Mariylpn,Logdn,Marilyn,Logsdon,0.09,
xaial,vrkins,Gail,Perkins,0.99,
Mthael,Htris,Michael,Harris,0.08,
yAnijge,sBonyxd,Angie,Boyd,0.82,
aCzoyln,Bets,Carolyn,Betts,0.1,
Jbnhnei,rRikryd,Johnnie,Rikard,0.89,
iLnhida,Kcnendey,Linda,Kennedy,0.51,
Cxink,Sareran,Cindy,Serrano,0.93,
Nzdncy,Qyuinin,Nancy,Quinn,0.74,
Gprge,dRde,George,Reed,0.03,
r,oMbrego,Troy,Moberg,0.06,
tThomasle,hultr,Thomas,Butler,0.88,
Meloinz,oCpre,Melvin,Cooper,0.68,
rvne,ko,Rene,Cook,0.51,
urck,blayker,Mark,Walker,0.96,
yliq,zBoe,Sylvia,Boone,0.62,
wane,Slmxitha,Wayne,Smith,0.73,
Jefemalefemlaeehr,Sepmuer,Jefemalefemaleery,Speer,0.94,
Mlhmd,cFsh,Mohamed,Fuchs,0.84,
rFpd,Rocbretosn,Fred,Robertson,0.03,
nLda,Jsone,Linda,Jones,0.66,
Ptrcai,Woitk,Patricia,Wood,0.010308001,
Jeahh,Defemlaeivlppo,Jean,Defemaleilippo,0.86,
Sa,Dioxen,Sara,Dixon,0.98,
aCoryn,Schaqr,Carolyn,Schram,0.05,
zEc,Wseymotu,Eric,Weymouth,0.87,
Ptraicai,Shcaefemalefemwldeer,Patricia,Schaefemalefemaleer,0.56,
Roanwd,Hhwnerll,Roland,Howell,0.52,
Benjcagmin,aWusmon,Benjamin,Watson,0.94,
gqan,Frsetrb,Megan,Foster,0.7,
Denfdra,Citoi,Dedra,Ciotti,0.77,
Joydwg,Bajnskm,Jody,Banks,0.03,
hristopdhew,Co,Christopher,Cox,0.97,
iermy,Be,Jeremy,Baier,0.92,
Acye,Pluhxlmee,Alice,Plumlee,0.85,
Erdwthan,ujeng,Ethan,Leung,0.08,
Mmattsw,irakn,Matthew,Frank,0.92,
Jgzsep,bke,Joseph,Burke,0.69,
fql,iox,Earl,Rio,0.94,
Jramin,Pmozp,Jermaine,Pope,0.97,
Litu,nAdrersn,Lisa,Anderson,0.72,
Jclownny,Scot,Johnny,Scott,0.93,
aidc,Alfemaerotd,David,Alfemaleord,0.9,
bTcry,lRnfevalerow,Troy,Renfemalerow,1,
Bcadnon,oPbloe,Brandon,Poole,0.77,
liile,Simposrn,Billie,Simpson,0.79,
Agpri,Woltehsrq,April,Wolters,0.9,
Hermenlida,cmiha,Hermelinda,Smith,0.66,
oRxrt,ureenr,Robert,Turner,0.77,
Benetoo,quabrd,Benito,Hubbard,0.04,
uLilel,Bwkrhlter,Lucille,Burkhalter,0.89,
eJsihca,Seravis,Jessica,Servais,0.9,
tConnie,Jhnfson,Connie,Johnson,0.71,
ruce,Houghknol,Bruce,Houghton,0.04,
org,vButoe,George,Butler,0.56,
Tqdvothy,nteve,Timothy,Stevens,0.03,
Chgritizne,Kcmzaerk,Christine,Kaczmarek,0.95,
Ry,bLjgna,Ryan,Logan,0.83,
Keyye,Ricdson,Kellie,Richardson,0.06,
Ehxard,xAchcison,Edward,Atchison,0.87,
aGil,ar,Gail,Bray,0.57,
Kel,Kilenkn,Kelly,Kilkenny,0.94,
Hery,Wealney,Henry,Watley,0.78,
madrene,Pxeuers,Lawrence,Peters,0.77,
klx,Buozreois,Kyle,Bourgeois,0.8,
