rec_id,First_Name,Last_Name,SSN,Gender,Nationality,Age,Highest_Education_Level,Income,Company,State,Percentage,
rec-000024-dup-0,Arace|l,Mattheyvs,739-3o-5s52,feiiiaje,Micr0mesian,z8,de9ree,63227.8ol,ELITE AUTO BODY INC,TX  ,0.77,
rec-000025-dup-0,Ju|:a,Asht0m,226-5s-76o2,fema1e,Albam:an,8o,high_5choo1,46l8s.073,ETHAN ALLEN,NY  ,0.85,
rec-000026-dup-0,Garru,Pvc1<ett,767-g8-4l22,maie ,Azerha:jani,8s,high_scbo0l,42523.8zg,FIREMATIC,MI  ,0.66,
rec-000027-dup-0,Tocjd,Hic1<5,348-3z-4s51,maje ,Sloveriiari,59,higb_5chool,40469.qs5,HEISS & GIBBONS CONSULT,MN  ,0.52,
rec-000028-dup-0,5-Mar,Byrc|,62q-36-g553,ma1e ,Mozami>ican,q3,ma5ter5,682s9.6q2,HOME DEPOT SHOPPING CENTER,AR  ,0.78,
rec-000029-dup-0,Kenmetb,Hopkln5,405-sz-1524,maie ,So1ornon Islander,2o,hi9h_5chool,4184q.9s7,J D CHADNEY MD,NC  ,0.014728922,
rec-000030-dup-0,Chr'lst0pher,J0ne5,827-39-sz50,ii:ale ,Mauritarijan,8z,de9ree,78z6q.25,ABENDROTH BERNS & WARNER LLC,AL  ,0.51,
rec-000031-dup-0,Er:c,Morr:5,411-8o-q476,ma:e ,Brit:5h,63,profes5jonal,90368.oo8,ANTIQUE MALL,AR  ,0.6,
rec-000032-dup-0,Caro|,Lovye,627-g0-z220,fena1e,Tarizan'lan,38,deqree,727s7.382,BUSINESS AND TECH CENTER,TX  ,0.51,
rec-000033-dup-0,Sc0tt,Ander50n,089-o8-z173,ma:e ,Luxenb0urger,37,d0ct0ral,11876s.888,CAMELLIE z,CO  ,0.93,
rec-000034-dup-0,Lorra'lme,Gav|t,446-o4-57|8,femaje,Argent:mian,5|,hi9b_school,376qo.369,FIRE FIGHTING EQUIPMENT,AL  ,0.73,
rec-000035-dup-0,Briarj,M0nn,3s0-73-38z2,ma|e ,Bermvdiam,2o,doct0ra1,125|8q.048,HAMILTON ELECTRONICS,IL  ,0.59,
rec-000036-dup-0,Thoiiia5,Nixorj,8s8-81-18z6,ma|e ,New Zealaricler,14,bache1or5,823o8.838,HAZELWOOD OIL & GAS,AL  ,0.66,
rec-000037-dup-0,Ricbarcl,Boricl,730-98-|9l9,ma1e ,Swed1sh,8g,de9ree,5855l.47q,ADAIR & ASSOC,TX  ,0.54,
rec-000038-dup-0,Kel|v,Avemclano,068-zo-7210,fenaje,Gujneam,8z,high_5cbool,50oo7.7,AUSTIN HALL APTS,MA  ,0.08,
rec-000039-dup-0,J0,Co1sori,831-29-81l2,ferna1e,Turk0mari,29,deqree,643l6.639,ERIE INSURANCE GROUP,NJ  ,0.74,
rec-000040-dup-0,Raipb,Ramjre2,290-s6-38o8,maje ,Ugamclan,s6,de9ree,68s78.7q3,ERNEST DAUGHERTY,NJ  ,0.97,
rec-000041-dup-0,Sbarori,Reve5,84|-12-s667,fema1e,Malcliviam,3z,high_scb0ol,400s8.3q8,HAUCK ASSOCIATES,NC  ,0.66,
rec-000042-dup-0,Step1>en,Wyrjck,832-g8-l697,maie ,Majiam,83,deqree,s983q.333,HAVEN CARE CENTER,NJ  ,0.09,
rec-000043-dup-0,Er1c,Hanm0n,992-39-4os6,ma'le ,Frer:ch,87,doct0rai,83qz9.287,A AND A COURT REPORTING,AL  ,0.96,
rec-000044-dup-0,Bremdari,Mir:ter,612-qz-5391,maje ,Brit'lsb ,q6,d0ct0ral,119lg2.804,ARBITRATION COMM,ND  ,0.5,
rec-000045-dup-0,Clarerlce,Storu,831-q8-835s,maie ,Ethiop'jan,83,high_5ch0ol,560q6.66z,AUBURNDALE BEER DISTR,MI  ,0.59,
rec-000046-dup-0,Ricbarcl,Durkln,9s1-96-z380,ma1e ,Mav0tte,38,bacbel0rs,8z441.12q,AYBAR BUILDING,ME  ,0.99,
rec-000047-dup-0,Rulov,Reynolcis,828-zz-0594,fema1e,US,4s,doctora|,950z|.876,B AND A TRAVEL,AL  ,0.81,
rec-000048-dup-0,Charie5,Mart'lm,6q7-68-8o07,ma1e ,Ugaridam,8o,high_scb0ol,485s3.|01,BALDWIN BLOCK,AL  ,0.79,
rec-000049-dup-0,Ronalci,Anders0m,639-s2-08q6,ma1e ,Cypr'|ot,43,high_scloool,4904z.q33,BARKAN MGMT,WI  ,0.09,
rec-000050-dup-0,Jobri,Ricbarcl,620-q7-o054,ma|e ,Vinceritiam,5z,doct0ra|,1054q5.s76,BEAMER ROAD MEDICAL BLDG,NY  ,0.59,
rec-000051-dup-0,Framce5,Merr1tt,70q-83-179z,fena1e,A|gerjan,8s,hlgh_schoo|,4460q.9|8,BLISS INDUSTRIAL INC,NJ  ,0.99,
rec-000052-dup-0,Barhara,Jorc1an,048-6q-687s,fema|e,Barbacliari,74,doctora1,8760s.0s6,BRIGHTWOOD ELEM SCHOOL,PR  ,0.98,
rec-000053-dup-0,Herirv,Adan5,66q-5q-9787,ma'le ,Bbutane5e,73,high_scb0ol,4078l.241,BRISTOL MALL,AL  ,0.58,
rec-000054-dup-0,Will'lan,Johris0n,7l8-68-76q8,maie ,Ind0riesian,38,ma5ter5,7l432.o71,BROOKWOOD BUSINESS,TX  ,0.92,
rec-000055-dup-0,Tere5a,Lo0riey,094-30-7ql4,fema|e,Jordari:an,9o,deqree,70o09.z22,BROWN,PA  ,0.51,
rec-000056-dup-0,Eugeiiie,John50n,812-z5-q530,ma1e ,Br:ti5h ,s8,profes5i0nal,86s5z.008,CAJUN ELECT,PR  ,0.95,
rec-000057-dup-0,Johrn,Sc0tt,121-95-4gl4,ma1e ,Frericb,z8,bache|0rs,1o8888.g15,CALDER WEST,NJ  ,0.87,
rec-000058-dup-0,Maru,Tiemev,093-7z-633o,ferna|e,Burrriese ,q8,1>achelor5,77366.6qz,CARDELL INC,IL  ,1,
rec-000059-dup-0,Brerlt,Stjn5on,625-3q-730q,ma1e ,Cbine5e ,s6,hjgh_schoo1,368z2.3|7,CENTRAL STORE,PA  ,0.59,
rec-000060-dup-0,Er:c,Baxter,1q2-q3-3982,ma'le ,Bhutame5e,3o,bacbe1ors,863oo.357,CHILD AID FAMILY SERV,ND  ,0.84,
rec-000061-dup-0,Williarm,Ho1hert,920-56-z8|0,naje ,D0minicam,3s,hi9h_scbool,37960.z2z,CHRISTIAN HILL COMMONS,VA  ,0.5,
rec-000062-dup-0,Frecj,Ostramcler,165-s3-783o,ma|e ,Icelancllc,z3,higb_sch0ol,496q3.7q8,CITY CLERK,ND  ,0.66,
rec-000063-dup-0,Ty|er,Stockcla|e,565-o6-1o88,ma1e ,Vanvatuam,5|,cle9ree,70s2z.865,CLUNE & WHITE,AL  ,0.58,
rec-000064-dup-0,Blajme,C00k,218-4|-2g98,ma:e ,Guiiiiean,59,deqree,5616q.g71,COLONIAL MALL,NC  ,0.7,
rec-000065-dup-0,L'lmda,Brovvm,204-67-6gz1,fenaie,Mauotte,57,bache10rs,601q9.o5,COMMANDING OFFICER,VA  ,0.77,
rec-000066-dup-0,Framc'ls,Rlce,455-q2-35q6,ma1e ,Be|:zian,59,de9ree,6677z.o86,COOPER CROSSING,PR  ,0.84,
rec-000067-dup-0,Kathu,Lyricb,130-35-q0q4,fermale,Cameroorijan,5s,hi9h_scbool,53q84.8g6,DR BALDING,NJ  ,0.7,
rec-000068-dup-0,Katbv,M00re,124-4g-56q9,femaje,Burne5e ,5o,high_5cho0l,4q076.3z6,DR MEANS,FL  ,0.74,
rec-000069-dup-0,Beatr'1ce,Hender50n,087-87-lo61,fema|e,Ma1te5e,4o,deqree,7277o.3o5,ELEMENTARY SCHOOL,TX  ,0.82,
rec-000070-dup-0,Madellrie,Romrie|1,41g-87-3s04,ferriale,Comonam,6l,bacbebrs,849o8.7q,FIRST BAPT YOUTH CHURCH,AZ  ,0.04,
rec-000071-dup-0,V:ctorla,Smjtb,84z-s8-3583,feii'lale,Aruham,8g,ma5ter5,69995.1os,GARLICK MD,NV  ,0.83,
rec-000072-dup-0,Jarn,M00re,4z9-s2-3585,feiiiaje,Vanuatuar:,5s,bacbelor5,6792q.02q,H KATZ,CA  ,0.56,
rec-000073-dup-0,Ricbarcl,Henries5y,25z-26-78z3,maje ,Hunganam,44,higb_schoo1,4o98g.192,HARRY S TRUMAN CHILDRENS,FL  ,0.018525319,
rec-000074-dup-0,Ju|'la,Jobrison,809-7g-87l1,feiiia1e,Beliziar'l,8o,bachej0rs,775zo.239,HIBDON PODSADECKI,AL  ,0.8,
rec-000075-dup-0,Tarja,Ru|z,937-oz-3913,fermale,Sai:ioan ,83,high_5ch0ol,371z5.o54,ACE HARDWARE,NY  ,0.57,
rec-000076-dup-0,Ju5t:ne,Fergvsom,295-8o-0z80,fena|e,Sammarlmese,37,ma5ter5,74025.l73,ACES MINERALS,CT  ,0.5,
rec-000077-dup-0,In0gene,Bame5,468-77-o8q5,fena1e,Saijioan ,z3,deqree,785q3.6s1,ALLEN HOUSING,UT  ,0.63,
rec-000078-dup-0,Samarntha,Snitb,599-83-7q3z,fema'le,Beli2iari,3z,high_scbo0l,385ls.874,BLUFFDALE CITY,AL  ,0.98,
rec-000079-dup-0,Ba5ij,Mcelrou,851-46-qq61,ma1e ,Bermvdiari,2l,de9ree,6ql48.384,BLUM AND BLUM PA,AL  ,1,
rec-000080-dup-0,Rosernarv,C|ime,4o3-10-7q55,feiiia|e,Lebame5e,2o,bachei0rs,7037s.l85,BOSTON YACHT SALES,NJ  ,0.61,
rec-000081-dup-0,Jereiiiv,Germalri,342-2q-989o,maje ,Sammarlne5e,67,higb_scbool,3775q.71g,CARPENTER VILLAGE,VA  ,0.08,
rec-000082-dup-0,Brericla,Parlc5,145-1z-0s48,fe:iiale,Dom'lmican,84,high_sch0o1,50421.o8l,CHRISTIAN HILL COMMONS,NY  ,0.03,
rec-000083-dup-0,Shann0ri,Re9alaclo,141-78-g8s4,fema|e,Mozamb'lcari,8j,bacbel0rs,9g501.s63,COMMERCIAL INDEX BUREAU,NJ  ,0.65,
rec-000084-dup-0,D0ra,Buchamari,579-|z-7316,feiiia|e,Ir'ldian,49,hi9h_scbool,q8023.31z,COUNTRY COURT TRLR PARK,NY  ,0.51,
rec-000085-dup-0,Wamcla,Washin9t0n,005-4s-95l9,femaje,Indones'lari,3z,doct0raj,79690.o3g,COUNTRY EST MHP,NC  ,0.94,
rec-000086-dup-0,Fbycl,Par|<er,1s9-78-65q6,ma1e ,Irj5h,76,h'lgh_sch0ol,38878.qq6,COUNTRY MANOR APT,RI  ,0.84,
rec-000087-dup-0,Sh'lrlev,Costi9ari,666-36-33q6,fena|e,Itaiian,8s,hlgh_scho0l,51|80.7s2,COUNTRY MANOR TRL PK,ND  ,0.8,
rec-000088-dup-0,Cry5ta1,Cac1et,841-l1-8161,fermale,Botsuvanan,q3,high_sch00l,48299.196,DUN AND BRAD DEP SPP,NJ  ,0.61,
rec-000089-dup-0,J05eph,Meel<s,689-q2-73o9,ma1e ,Tanzamiari,z8,high_scb0ol,4o2q7.696,EOLA ROAD LIBRARY,FL  ,0.76,
rec-000090-dup-0,Marqret,Hajj,211-66-88zl,fenaie,Bra2:lian,qs,ma5ter5,9069o.o94,EVERGREEN BANK,GA  ,0.96,
rec-000091-dup-0,Wenciy,Daui5,28s-43-179q,fermale,Canadiar'l,s6,cle9ree,58332.qg2,EWING & CLARK REALE ESTAT,MA  ,0.06,
rec-000092-dup-0,Berrjice,Fit2patrlck,188-78-76l7,fena|e,Barbacl:an,4s,high_scbo0l,4774o.3o5,FIRST & SAINT STEPHENS,FL  ,0.7,
rec-000093-dup-0,Lj5a,Samche2,233-|8-35|2,fermale,Greei<,5l,bache|0rs,10s41s.526,FIRST FIDELITY,CO  ,0.67,
rec-000094-dup-0,Irii'la,Schimdier,9z6-64-3g72,fernaie,Liecbten5teiner,9o,ma5ter5,100q7z.974,FRANK GONZALES REAL ESTAT,OH  ,0.61,
rec-000095-dup-0,Donrna,Grifemalefeiiialeitbs,591-60-9888,ferna1e,Qatam,8j,de9ree,8l19s.899,FT LAUD CLINIC BONE SURG,WV  ,0.65,
rec-000096-dup-0,Dov9las,Walt0ri,31q-59-0z02,maje ,Dan|sh,9o,de9ree,59z00.l1,GENESEE GARDENS,AL  ,0.03,
rec-000097-dup-0,El'l5a,Barru,762-30-s5q0,feiiia1e,Amencam,q8,high_scl>ool,44030.gz8,H AND H OFFICE ENVIRONMENTS,VA  ,0.67,
rec-000098-dup-0,Jesv5,Cvrnvtt,906-z|-8877,ma1e ,Macecl0nian,4l,hi9h_scbool,54707.8i7,HATCH & ASSOCIATES,CT  ,0.69,
rec-000099-dup-0,Curtj5,Gar2a,313-3|-68g5,ma1e ,Madaga5cari,qs,cle9ree,67z25.z46,HATCH & BAILEY,PR  ,0.62,
rec-000100-dup-0,Josep1>,Stelriberg,46z-7l-2041,maie ,Malaw:ari,7l,higb_scbool,46410.o3g,HATCH & KIRK,CT  ,0.71,
rec-000101-dup-0,Eve|vn,Ke|ier,1o2-57-7333,feiiia|e,Malay5:an,8s,deqree,66249.q8|,HATCH ENGINE SERV,MD  ,0.66,
rec-000102-dup-0,Alexamcler,Daniej5,41g-63-s730,maie ,Moriacari,38,bacbel0rs,8478g.8s6,HAYES & BURI INC,NC  ,0.96,
rec-000103-dup-0,Bramdori,Kinq,977-33-13l|,na1e ,Sam0am ,3o,de9ree,71010.gq7,HEART PLACE,IA  ,0.89,
rec-000104-dup-0,Layra,Pa1<,z17-67-5g76,feii'lale,Serl0ian,38,professi0rial,830qs.75,HEDGEHILL APTS,IL  ,0.69,
rec-000105-dup-0,Derridc,Greenyvood,64q-85-711o,ma1e ,Seyche1l0is ,z3,higb_schoo1,36z8q.733,HEDRICK APTS,NY  ,0.09,
rec-000106-dup-0,Trou,Palrrier,719-8z-q691,ma|e ,Solom0n Islancler,l8,d0ctora|,84134.6oq,HELEN BALLER SCHOOL,TX  ,0.87,
rec-000107-dup-0,Minrjie,Verret,275-38-633q,fema|e,Tuvaluarn,58,high_scboo|,439q9.26z,HENRY REALTY,TX  ,0.1,
rec-000108-dup-0,Jo5bua,Samcler,023-7g-86o3,ma1e ,Canadlan,z8,higb_5chool,4725z.30g,HIGH ACRES TRAILER PARK,AL  ,0.97,
rec-000109-dup-0,Sbeljey,Hailier,724-67-8ol3,fena|e,Etbioplan,3z,higb_scbool,41863.o|8,HILLSIDE TERRACE APTS,PR  ,0.74,
rec-000110-dup-0,Anton'ja,Rosenomd,84q-89-q607,ma1e ,Fremcb,6z,cle9ree,67380.369,HILLTOP TRAILER CT,KS  ,0.98,
rec-000111-dup-0,Jennjfema1eer,Anclrevvs,21z-48-662l,fema|e,Kvrgyz5tani,3o,profe55ional,709g1.0g5,AB ELECTRIC,FL  ,0.63,
rec-000112-dup-0,Rutl>,Mccrau,873-1z-36|8,femaie,Mar5hajlese ,8z,deqree,7172g.q5,ABC MAILBOXES,IL  ,0.83,
rec-000113-dup-0,Edcl'le,Gaqe,z20-76-o630,maje ,Mav0tte,5s,h:gh_scbool,48583.|7q,ABERCROMBIE FITCH,AL  ,0.6,
rec-000114-dup-0,Thona5,Mver5,134-6z-l777,ma:e ,Mex:cari,99,loacbelors,6894o.8l1,ABERDEEN APT,IL  ,0.6,
rec-000115-dup-0,Richarc|,Oliu0,932-6o-z637,ma1e ,Microiiiesian,3o,bachel0r5,905oz.98,ABERDEEN HOUSE,IL  ,0.87,
rec-000116-dup-0,J05e,Tvrrier,825-40-qz01,maie ,Suclamese,7o,doct0ra1,8q64q.616,ACTON CITY HALL,AL  ,0.98,
rec-000117-dup-0,Dorotloy,Delaye9a,292-q3-0z77,fernaie,Turl<i5h,79,higb_schooj,53909.ol5,ADDED TO CAPTURE DPS,TN  ,0.95,
rec-000118-dup-0,Tomv,Williaii'lson,815-z3-6|66,na|e ,Egypt:am,2o,ma5ter5,10738l.153,AMC DEPT OF MEDICINE,NY  ,0.51,
rec-000119-dup-0,Joe:,Sirn5,70z-63-7398,maie ,Chime5e ,gs,high_5ch0ol,4353q.s86,AMERICAN FAMILY INS,AL  ,0.57,
rec-000120-dup-0,A1lje,Jo:mer,434-6|-48z0,ferna|e,Icelamclic,8s,higb_scho0l,429z8.8l8,AMERICAN FOOD VENDING,OR  ,0.52,
rec-000121-dup-0,Micbae1,Griferna1efemalein,203-g3-8z75,maie ,Incliam,q8,deqree,7706l.g23,AMERICAN GARDENS,AZ  ,0.97,
rec-000122-dup-0,Ju5t'ln,Spi|lnan,278-77-q733,ma|e ,Latujan,s6,bac1>elors,79833.37z,AMERICAN NATIONAL CASUALT,NC  ,0.94,
rec-000123-dup-0,Michae|,Padi1ja,120-3q-22z2,ma|e ,Majte5e,39,hiqh_school,468o6.z6,AMERICAN SEAFOODS COMPANY,ND  ,0.85,
rec-000124-dup-0,Benjaniri,Saman:e9o,442-89-z51g,rna1e ,Nigenam,8i,high_sch0oi,3805o.4s5,AMKOR ELECTRONICS,KS  ,0.69,
rec-000125-dup-0,Neis0n,Thorripson,349-88-s6o8,ma:e ,Cool< Isiander,5o,de9ree,63o26.8o7,APTS BLDG z,CT  ,0.76,
rec-000126-dup-0,Sanc|ra,Ortj2,12q-83-502o,fema1e,Coc0s I5lander,2o,high_scbo0l,4z231.04q,ATRIUM AT GREENSPRING,MO  ,0.81,
rec-000127-dup-0,Daiiia,Garc'ja,504-sg-6286,fema|e,Estoriiam,76,hi9h_scbool,36s78.s87,AUBURN ELEMENTARY SCHOOL,PA  ,0.73,
rec-000128-dup-0,Cbri5,Llewe1lym,108-9|-o378,naje ,Nigeman,8o,master5,9536z.3o8,B & P ALLOYS,KY  ,0.85,
rec-000129-dup-0,Lymm,Hoa9iand,164-89-1l35,fena1e,Cong0jese,49,professjomal,85404.j34,BARCLAY EAST,GA  ,0.92,
rec-000130-dup-0,Theocjore,Pacld0ck,360-z|-9840,maje ,Ecuad0ream,2s,doct0ra|,10190q.|85,BARNES TRAILER PARK,NJ  ,0.9,
rec-000131-dup-0,Charje5,S0t0,z67-82-379l,maie ,Luxemb0vrger,s6,bacheior5,88358.qz6,BAUER & BEAMER MONUMENT,NJ  ,0.98,
rec-000132-dup-0,Mar9aret,Turmev,170-4z-l713,feiiiaje,Tvrkomam,33,de9ree,547g1.s32,BELK,IL  ,0.87,
rec-000133-dup-0,Lorl,Gomzale5,702-1o-z793,femaie,Arvbam,qs,high_5choo|,513o4.0|8,BEPLAT,PR  ,0.72,
rec-000134-dup-0,Prvdemce,Agu'|rre,063-69-4qg0,fema1e,Guamar'lian,68,higb_5chool,503s0.z62,BEVERLY HOUSE,TN  ,0.78,
rec-000135-dup-0,Boniiiie,Wrerj,10q-35-86z8,fernaje,Guaternajan,59,de9ree,642sz.6,BEVERLY SUNSET MEDICAL,FL  ,0.77,
rec-000136-dup-0,J05e,Bael>r,045-44-5|0s,maie ,Namibjan,5l,bachei0rs,8731o.8q,BIOGEN,NH  ,0.54,
rec-000137-dup-0,Mjcheje,Micha15ki,895-l2-87s8,fernaie,New Zeaiancler,68,doct0rai,84s17.3q2,BIRCH BARK PLACE,KY  ,0.93,
rec-000138-dup-0,Mar:e,Tayj0r,367-5s-q911,fema'le,Sao T0rnean,99,de9ree,7111z.q18,BLACK ANGUS MEAT,AL  ,0.08,
rec-000139-dup-0,Keujn,Prac|o,334-7q-q589,ma1e ,An9olam,6z,doct0ra1,|261|8.934,BLUE LAGOON VILLA,ND  ,0.07,
rec-000140-dup-0,Chari:e,Stephemsom,850-37-2zz7,rna|e ,Mozarnbicam,83,doct0raj,9qz77.8,BOYD ST APTS,AL  ,0.52,
rec-000141-dup-0,Maureerj,Gebbarcl,586-s5-z306,fena1e,Paiauam,6i,cle9ree,75|63.337,BRAESWOOD HARBOR ATRIM,AL  ,0.53,
rec-000142-dup-0,Ker'lneth,Reec1,472-37-sq85,maie ,Peruviaiii,7s,high_5ch0ol,48q3|.338,BRANDFAS TRAILER CT,IL  ,0.08,
rec-000143-dup-0,Micbaej,Th0rnas,011-o1-0q18,maje ,Reumi0nese,64,ma5ter5,79266.ls4,BRANDYWINE APTS,KY  ,0.58,
rec-000144-dup-0,Juarna,Flvnri,014-s6-7o90,feiiia|e,Samiiiarlnese,2o,high_5cho0l,4146g.q1,BRAZORIA MANOR APTS,KY  ,0.93,
rec-000145-dup-0,Dorotbv,Ryarn,659-q6-z768,feiiia|e,Sudarie5e,73,h:gb_school,533lz.757,BRENTWOOD TER,NJ  ,0.78,
rec-000146-dup-0,Nea'l,Ba|cer,00s-88-86s6,maie ,Surlname5e,8z,high_5ch0ol,45867.ls3,BRENTWOOD VILLAGE,OH  ,0.09,
rec-000147-dup-0,Traui5,Pic1<enng,208-03-9zz8,ma|e ,Synam,73,cle9ree,69z04.18z,BREVARD COMM COLLEGE,OH  ,0.99,
rec-000148-dup-0,Jorclari,Erw:m,668-80-zz50,rnaie ,Togo|e5e,sz,high_5cbool,52895.5ls,BRIAN COURT,AL  ,0.07,
rec-000149-dup-0,Wi|1iam,Prumtv,121-lq-4683,ma|e ,Tnnidaclian,8s,high_5cbool,4514o.z97,BRIAN WALLACH AGENCY,AZ  ,0.6,
rec-000150-dup-0,Jarne5,Jome5,332-z7-q746,ma|e ,Z:mbal>wean,7z,doct0ra|,10q476.78q,BRIDGER ELEM SCHOOL,NH  ,0.86,
rec-000151-dup-0,Bemetta,Bimgbam,276-03-63|l,fena1e,Baham:am,4l,high_5ch0ol,4636g.26z,BRIGHTON GARDENS BY MARRIOTT,DC  ,0.62,
rec-000152-dup-0,Keyjn,Bac0m,422-4q-73g5,iiia1e ,Ethi0piari,37,de9ree,81464.qq9,BROOKFIELD APTS,AL  ,0.06,
rec-000153-dup-0,Maru,Maz2e0,693-07-o984,feriale,Japame5e,3z,higb_scbool,4001o.7s,BROWER RELOCATION,PA  ,0.5,
rec-000154-dup-0,Ideij,Wofeiiia1efemaleord,341-q6-q614,fenaje,Mav0tte,s8,de9ree,65z63.|24,BROWNING PLAZA,NJ  ,0.76,
rec-000155-dup-0,M:chae|,Lipscoijib,12|-91-683q,ma'le ,U2belc,23,cle9ree,6q768.8s5,BUTLER BORO,KY  ,0.79,
rec-000156-dup-0,Enca,M00re,08q-6g-8868,femaie,Amer'ican,6s,high_scbooj,501i6.227,BUTTONWOOD COURT,TX  ,0.09,
rec-000157-dup-0,Sve,Keliev,847-|7-1l36,femaie,Barbadjam,6i,high_scloool,46381.oo6,C & P TELEPHONE BLDG,NY  ,0.08,
rec-000158-dup-0,Peter,Euerette,947-76-9897,ma:e ,Papua Nevv Gujnean,8l,de9ree,67sl4.673,CARLSONS SPORT,WA  ,0.87,
rec-000159-dup-0,Angeja,Th0nas,889-34-g8q7,femaie,Tunj5ian,4g,bigh_scho0l,53o77.s99,CASA BARRANQUITAS,NJ  ,0.002016587,
rec-000160-dup-0,Bar|>ara,Castlll0,909-1o-s792,fema1e,Czeclo,87,high_5ch0ol,457g9.63s,CENTER FOR STUDENT LIFE,IL  ,0.5,
rec-000161-dup-0,Th0nas,Hvmphrevs,224-l6-7z43,ma1e ,M0soth0 ,84,hi9h_sch0ol,4386o.43|,CENTURY/PARK,MO  ,0.64,
rec-000162-dup-0,Aret1>a,Edvvard5,597-|8-0q79,fema|e,Rwandar'l,87,bacbel0rs,58236.6qq,CHATEAU CHERRY HILL,TX  ,0.82,
